County, Sex, Xiang, Q005, Q006, Q031, Q089, Q090, Q091, Q092, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q149, Q150, Q151, Q152, Q153, Q154, Q155, Q156, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q185, Q188, Q189, Q190, Q191, Q192, 
GA,M,2,100.0 ,  0.0 ,.     ,49.5  ,168   ,60.3  ,21.3  , 80.8 , 76.9 , 76.9 ,.     ,23.5  ,.     , 46.2 ,.     , 30.8 , 5.2  , 5.2  ,.     , 7.91 ,13.95 , 7.91 ,.     , 50.0 ,  3.8 ,  0.0 ,  7.7 ,  0.0 , 50.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 50.0 , 45.9 , 22.9 , 65.4 ,386.8 ,112.7 ,  0.0 ,  0.0 ,  0.5 ,  0.0 , 20.5 , 58   ,146   , 33.8 ,  9.2 , 25.4 ,126.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,M,3, 68.2 ,  0.0 ,.     ,47.7  ,167   ,58.6  ,21.0  , 81.3 , 79.4 , 79.4 ,.     ,22.2  ,.     , 52.7 ,.     , 26.8 , 3.4  , 3.4  ,.     ,12.18 ,16.12 ,12.18 ,.     , 65.9 ,  1.9 ,  0.0 ,  3.9 ,  0.0 , 45.5 ,  2.3 ,  6.5 ,  0.0 ,  0.0 , 43.2 , 40.1 , 20.4 , 32.7 ,274.6 ,226.9 , 15.9 , 34.0 , 17.1 ,  0.0 , 18.6 , 72   ,128   , 29.1 ,  8.9 , 23.6 ,101.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,F,1, 52.2 ,  0.0 ,.     ,46.8  ,154   ,53.6  ,22.5  , 34.8 , 26.1 ,.     , 26.1 ,.     ,24.0  ,.     , 17.4 ,  4.3 , 0.0  ,.     , 0.0  , 3.93 , 3.93 ,.     , 3.93 , 34.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.0 ,139.6 ,342.5 , 38.7 , 84.1 , 31.0 ,  0.0 , 17.2 , 43   ,136   , 27.8 ,  1.7 , 26.9 , 48.6 ,  0.0 ,16.6  ,49.0  ,22.1  ,5.4   ,1.0   ,4.4   ,
GA,F,2,100.0 ,  0.0 ,.     ,48.4  ,157   ,54.0  ,22.0  , 16.0 , 12.0 ,.     , 12.0 ,.     ,30.8  ,.     ,  4.0 , 12.0 , 0.8  ,.     , 0.8  , 0.33 , 1.24 ,.     , 0.33 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.0 ,  4.0 , 20.0 ,  0.0 ,  0.0 ,  4.0 ,  1.7 ,  2.1 , 39.9 ,360.1 ,109.0 ,  0.0 ,  0.0 ,  1.9 ,  0.0 , 21.9 , 17   ,179   , 51.2 , 11.5 , 27.0 ,105.0 ,  1.5 ,16.0  ,50.0  ,21.4  ,4.2   ,0.7   ,3.5   ,
GA,F,3, 76.1 ,  0.0 ,.     ,47.6  ,156   ,53.8  ,22.3  , 25.4 , 19.1 ,.     , 19.1 ,.     ,27.4  ,.     , 10.7 ,  8.2 , 0.4  ,.     , 0.4  , 2.13 , 2.58 ,.     , 2.13 , 19.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  2.0 , 10.0 ,  0.0 ,  0.0 ,  2.0 ,  0.8 ,  1.1 , 22.9 ,249.9 ,225.8 , 19.4 , 42.0 , 16.4 ,  0.0 , 19.6 , 30   ,158   , 39.5 ,  6.6 , 26.9 , 76.8 ,  0.8 ,16.3  ,49.5  ,21.8  ,4.8   ,0.8   ,4.0   ,
GA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,T,3, 72.2 ,  0.0 , 551.2,47.7  ,161   ,56.2  ,21.6  , 53.4 , 49.2 ,.     ,.     ,.     ,.     ,.     ,.     , 17.4 , 1.9  ,.     ,.     , 7.16 , 9.35 ,.     ,.     , 42.7 ,  0.9 ,  0.0 ,  1.9 ,  0.0 , 24.7 ,  2.1 ,  8.3 ,  0.0 ,  0.0 , 22.6 , 20.5 , 10.8 , 27.8 ,262.2 ,226.3 , 17.6 , 38.0 , 16.8 ,  0.0 , 19.1 , 51   ,143   , 34.3 ,  7.8 , 25.3 , 89.3 ,  0.4 ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,M,1,  4.0 ,  0.0 ,.     ,49.5  ,167   ,59.9  ,21.5  , 68.0 , 56.0 , 56.0 ,.     ,22.5  ,.     , 36.0 ,.     , 52.0 , 3.5  , 3.5  ,.     , 4.93 , 9.00 , 4.93 ,.     , 20.0 , 20.0 ,  0.0 , 24.0 ,  0.0 , 56.0 ,  0.0 ,  0.0 ,  4.0 ,  7.1 , 56.0 , 70.0 , 36.1 , 17.0 ,318.0 ,139.5 ,  0.0 ,  1.0 ,  0.2 , 61.9 , 21.4 ,127   , 89   , 28.9 , 43.2 ,115.7 , 59.0 , 43.2 ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,M,2,  8.3 ,  0.0 ,.     ,49.0  ,168   ,61.4  ,21.6  ,100.0 , 87.5 , 87.5 ,.     ,24.2  ,.     , 58.3 ,.     , 62.5 , 4.6  , 4.6  ,.     , 8.63 ,13.92 , 8.63 ,.     , 45.8 , 54.2 ,  0.0 , 20.8 ,  0.0 , 25.0 ,  0.0 ,  0.0 ,  4.2 ,  1.5 , 20.8 , 14.3 ,  7.4 , 15.6 ,188.1 ,159.2 ,  0.0 ,  5.8 ,  2.6 ,427.2 , 13.1 ,330   , 71   , 46.3 , 29.5 , 54.5 , 29.5 , 25.5 ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,M,3,  6.2 ,  0.0 ,.     ,49.3  ,168   ,60.6  ,21.6  , 84.0 , 71.8 , 71.8 ,.     ,23.4  ,.     , 47.1 ,.     , 57.3 , 4.0  , 4.0  ,.     , 6.78 ,11.46 , 6.78 ,.     , 32.9 , 37.1 ,  0.0 , 22.4 ,  0.0 , 40.5 ,  0.0 ,  0.0 ,  4.1 ,  4.3 , 38.4 , 42.1 , 21.8 , 16.3 ,253.1 ,149.3 ,  0.0 ,  3.4 ,  1.4 ,244.5 , 17.3 ,229   , 80   , 37.6 , 36.4 , 85.1 , 44.3 , 34.4 ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,F,1, 12.0 ,  0.0 ,.     ,48.0  ,156   ,57.8  ,23.6  , 12.0 ,  4.0 ,.     ,  4.0 ,.     ,39.3  ,.     ,  0.0 ,  8.0 , 0.3  ,.     , 0.3  , 0.00 , 0.30 ,.     , 0.00 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 10.2 ,271.9 ,126.7 ,  0.0 ,  0.9 ,  5.8 ,227.2 , 19.3 ,212   , 97   , 41.0 , 39.4 , 79.7 , 49.9 , 14.4 ,17.6  ,49.0  ,23.9  ,4.4   ,0.7   ,3.7   ,
HA,F,2,  7.7 ,  0.0 ,.     ,48.5  ,155   ,53.9  ,22.3  ,  3.8 ,  3.8 ,.     ,  3.8 ,.     ,45.0  ,.     ,  0.0 ,  3.8 , 0.1  ,.     , 0.1  , 0.32 , 0.46 ,.     , 0.32 ,  0.0 ,  3.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.2 ,150.9 ,194.9 ,  0.0 ,  4.2 ,  4.1 ,412.0 , 13.3 ,282   , 56   , 20.5 , 15.7 , 27.7 , 12.0 ,  0.0 ,16.9  ,50.0  ,22.5  ,4.6   ,0.3   ,4.3   ,
HA,F,3,  9.8 ,  0.0 ,.     ,48.3  ,156   ,55.9  ,23.0  ,  7.9 ,  3.9 ,.     ,  3.9 ,.     ,42.1  ,.     ,  0.0 ,  5.9 , 0.2  ,.     , 0.2  , 0.16 , 0.38 ,.     , 0.16 ,  0.0 ,  3.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.2 ,211.4 ,160.8 ,  0.0 ,  2.6 ,  5.0 ,319.6 , 16.3 ,247   , 77   , 30.8 , 27.6 , 53.7 , 30.9 ,  7.2 ,17.3  ,49.5  ,23.2  ,4.5   ,0.5   ,4.0   ,
HA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,T,3,  8.0 ,  0.0 , 538.0,48.8  ,162   ,58.3  ,22.3  , 46.0 , 37.8 ,.     ,.     ,.     ,.     ,.     ,.     , 31.6 , 2.1  ,.     ,.     , 3.47 , 5.92 ,.     ,.     , 16.4 , 20.5 ,  0.0 , 11.2 ,  0.0 , 20.3 ,  0.0 ,  0.0 ,  2.1 ,  2.1 , 19.2 , 21.1 , 10.9 , 11.8 ,232.2 ,155.1 ,  0.0 ,  3.0 ,  3.2 ,282.1 , 16.8 ,238   , 78   , 34.2 , 32.0 , 69.4 , 37.6 , 20.8 ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,M,1,  3.8 ,  3.8 ,.     ,48.2  ,164   ,56.7  ,21.0  , 76.9 , 76.9 , 76.9 ,.     ,23.4  ,.     , 50.0 ,.     , 50.0 , 3.1  , 3.1  ,.     ,10.44 ,14.00 ,10.44 ,.     , 50.0 ,  3.8 ,  0.0 ,  0.0 ,  0.0 ,  3.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.8 , 11.5 ,  5.8 ,284.0 ,151.7 ,117.0 ,  0.0 ,  2.6 , 26.1 ,179.1 ,  5.7 ,194   ,252   , 10.7 , 16.6 , 22.6 , 14.3 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,M,2,  4.2 ,  0.0 ,.     ,49.2  ,167   ,59.0  ,21.3  , 75.0 , 75.0 , 75.0 ,.     ,22.2  ,.     , 58.3 ,.     , 41.7 , 2.9  , 2.9  ,.     ,10.96 ,14.35 ,10.96 ,.     , 37.5 , 16.7 ,  0.0 ,  0.0 ,  0.0 , 25.0 ,  0.0 ,  0.0 ,  4.2 ,  0.0 , 20.8 , 14.9 ,  7.4 ,235.7 ,212.8 ,121.0 ,  0.0 ,  0.0 , 24.6 , 54.5 ,  5.2 ,145   ,287   , 11.8 , 13.0 , 20.0 , 89.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,M,3,  4.0 ,  1.9 ,.     ,48.7  ,166   ,57.9  ,21.2  , 76.0 , 76.0 , 76.0 ,.     ,22.8  ,.     , 54.1 ,.     , 45.9 , 3.0  , 3.0  ,.     ,10.70 ,14.18 ,10.70 ,.     , 43.8 , 10.3 ,  0.0 ,  0.0 ,  0.0 , 14.4 ,  0.0 ,  0.0 ,  2.1 ,  0.0 , 12.3 , 13.2 ,  6.6 ,259.9 ,182.3 ,119.0 ,  0.0 ,  1.3 , 25.4 ,116.8 ,  5.5 ,170   ,270   , 11.3 , 14.8 , 21.3 , 51.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,F,1,  8.0 ,  0.0 ,.     ,48.9  ,152   ,49.7  ,21.4  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,443.0 ,142.7 ,132.1 ,  0.0 ,  0.0 , 13.2 ,256.7 ,  9.6 ,167   ,181   ,  8.6 ,  2.4 , 10.6 ,  9.6 ,  0.0 ,17.3  ,51.0  ,21.2  ,5.0   ,0.8   ,4.2   ,
IA,F,2,  0.0 ,  0.0 ,.     ,47.8  ,155   ,52.6  ,22.0  , 12.0 , 12.0 ,.     , 12.0 ,.     ,20.7  ,.     , 12.0 ,  8.0 , 1.2  ,.     , 1.2  , 0.66 , 2.02 ,.     , 0.66 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.9 ,  0.4 ,228.6 ,242.4 , 99.7 ,  0.0 ,  0.0 , 33.1 ,133.4 ,  9.2 ,220   ,207   , 10.0 , 18.2 , 13.9 , 72.5 ,  0.5 ,17.4  ,49.0  ,22.3  ,4.3   ,0.3   ,4.0   ,
IA,F,3,  4.0 ,  0.0 ,.     ,48.4  ,154   ,51.2  ,21.7  ,  6.0 ,  6.0 ,.     ,  6.0 ,.     ,20.7  ,.     ,  6.0 ,  4.0 , 0.6  ,.     , 0.6  , 0.33 , 1.01 ,.     , 0.33 ,  2.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.0 ,  0.5 ,  0.2 ,335.8 ,192.6 ,115.9 ,  0.0 ,  0.0 , 23.2 ,195.1 ,  9.4 ,194   ,194   ,  9.3 , 10.3 , 12.3 , 41.0 ,  0.3 ,17.4  ,50.0  ,21.8  ,4.7   ,0.6   ,4.1   ,
IA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,T,3,  4.0 ,  0.9 , 205.2,48.5  ,160   ,54.5  ,21.4  , 41.0 , 41.0 ,.     ,.     ,.     ,.     ,.     ,.     , 24.9 , 1.8  ,.     ,.     , 5.52 , 7.59 ,.     ,.     , 22.9 ,  5.1 ,  0.0 ,  0.0 ,  0.0 ,  8.2 ,  0.0 ,  0.0 ,  1.1 ,  0.0 ,  7.2 ,  6.8 ,  3.4 ,297.8 ,187.4 ,117.5 ,  0.0 ,  0.7 , 24.3 ,155.9 ,  7.4 ,182   ,232   , 10.3 , 12.6 , 16.8 , 46.5 ,  0.1 ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,M,1,  0.0 ,  0.0 ,.     ,50.3  ,161   ,55.8  ,21.5  , 80.8 , 76.9 , 76.9 ,.     ,26.4  ,.     , 34.6 ,.     , 76.9 , 7.4  , 7.4  ,.     , 1.14 , 9.67 , 1.14 ,.     ,  0.0 , 11.5 ,  0.0 ,  0.0 ,  0.0 , 15.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 15.4 , 11.8 ,  5.9 ,520.4 , 83.4 ,  0.5 ,  0.0 ,  0.0 ,  6.5 ,  0.0 , 17.2 ,295   ,202   , 13.7 , 13.8 , 75.7 , 62.3 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,M,2,  0.0 ,  0.0 ,.     ,48.8  ,161   ,55.8  ,21.5  , 96.0 , 84.0 , 84.0 ,.     ,26.1  ,.     , 48.0 ,.     , 96.0 ,11.3  ,11.3  ,.     , 5.72 ,18.75 , 5.72 ,.     ,  0.0 , 32.0 ,  0.0 ,  0.0 ,  0.0 ,  8.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.0 ,  0.9 ,  0.4 ,471.5 ,115.7 , 93.4 ,  0.0 ,  0.0 ,  5.9 ,  0.0 , 21.2 ,331   ,229   ,  0.8 , 14.9 , 80.2 , 24.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,M,3,  0.0 ,  0.0 ,.     ,49.5  ,161   ,55.8  ,21.5  , 88.4 , 80.5 , 80.5 ,.     ,26.3  ,.     , 41.3 ,.     , 86.5 , 9.4  , 9.4  ,.     , 3.43 ,14.21 , 3.43 ,.     ,  0.0 , 21.8 ,  0.0 ,  0.0 ,  0.0 , 11.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 11.7 ,  6.4 ,  3.2 ,495.9 , 99.6 , 47.0 ,  0.0 ,  0.0 ,  6.2 ,  0.0 , 19.2 ,313   ,216   ,  7.3 , 14.4 , 78.0 , 43.4 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,F,1,  0.0 ,  0.0 ,.     ,49.6  ,155   ,51.0  ,21.2  , 36.4 , 36.4 ,.     , 36.4 ,.     ,37.8  ,.     ,  0.0 , 27.3 , 2.0  ,.     , 2.0  , 1.12 , 3.40 ,.     , 1.12 ,  0.0 ,  9.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,494.9 , 42.6 ,  3.7 ,  0.0 ,  0.0 ,  6.5 , 52.3 , 16.8 ,262   ,190   ,  5.6 , 18.0 , 71.5 , 42.5 ,  0.5 ,16.9  ,48.0  ,21.4  ,6.1   ,2.1   ,4.0   ,
IB,F,2,  0.0 ,  0.0 ,.     ,48.0  ,153   ,49.3  ,20.9  , 57.7 , 57.7 ,.     , 57.7 ,.     ,29.6  ,.     , 30.8 , 57.7 , 2.0  ,.     , 2.0  , 0.63 , 2.91 ,.     , 0.63 ,  3.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.8 ,  2.2 ,  1.1 ,439.7 ,102.8 , 37.4 ,  0.0 ,  0.0 ,  5.4 ,  7.9 , 13.7 ,255   ,275   ,  3.1 , 25.4 , 57.2 , 11.5 ,  0.0 ,17.2  ,49.0  ,22.5  ,5.8   ,1.8   ,4.0   ,
IB,F,3,  0.0 ,  0.0 ,.     ,48.8  ,154   ,50.1  ,21.1  , 47.1 , 47.1 ,.     , 47.1 ,.     ,33.7  ,.     , 15.4 , 42.5 , 2.0  ,.     , 2.0  , 0.88 , 3.16 ,.     , 0.88 ,  1.9 ,  4.5 ,  0.0 ,  0.0 ,  0.0 ,  1.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.9 ,  1.1 ,  0.6 ,467.3 , 72.7 , 20.6 ,  0.0 ,  0.0 ,  6.0 , 30.1 , 15.3 ,259   ,233   ,  4.3 , 21.7 , 64.4 , 27.0 ,  0.3 ,17.1  ,48.5  ,21.9  ,6.0   ,2.0   ,4.0   ,
IB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,T,3,  0.0 ,  0.0 , 305.3,49.2  ,158   ,53.0  ,21.3  , 67.7 , 63.8 ,.     ,.     ,.     ,.     ,.     ,.     , 64.5 , 5.7  ,.     ,.     , 2.15 , 8.68 ,.     ,.     ,  0.9 , 13.2 ,  0.0 ,  0.0 ,  0.0 ,  6.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.8 ,  3.7 ,  1.9 ,481.6 , 86.1 , 33.8 ,  0.0 ,  0.0 ,  6.1 , 15.0 , 17.2 ,286   ,224   ,  5.8 , 18.0 , 71.2 , 35.2 ,  0.1 ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,M,1,  0.0 ,  0.0 ,.     ,49.4  ,168   ,56.9  ,20.1  , 77.8 , 77.8 , 77.8 ,.     ,25.9  ,.     , 27.8 ,.     , 72.2 ,10.2  ,10.2  ,.     , 0.00 ,11.73 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 38.9 ,  5.6 ,178.6 , 16.7 , 14.3 , 33.3 , 25.8 , 25.8 ,415.5 ,142.5 ,  0.0 ,  0.0 ,  0.0 , 11.6 , 57.1 ,  8.0 ,300   ,266   ,  5.6 , 25.3 , 73.3 , 82.0 ,  7.1 ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,M,2, 13.0 ,  0.0 ,.     ,49.1  ,170   ,55.3  ,19.3  , 82.6 , 73.9 , 73.9 ,.     ,24.9  ,.     , 39.1 ,.     , 82.6 ,11.0  ,11.0  ,.     , 0.72 ,13.46 , 0.72 ,.     ,  0.0 ,  4.3 ,  0.0 ,  0.0 ,  0.0 , 47.8 ,  4.3 ,186.3 ,  8.7 ,  7.1 , 39.1 , 39.8 , 32.1 ,367.1 ,149.6 ,  0.0 ,  0.0 ,  0.0 , 15.5 , 49.1 , 12.3 ,224   ,214   ,  8.3 , 20.9 , 70.4 ,101.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,M,3,  6.5 ,  0.0 ,.     ,49.3  ,169   ,56.1  ,19.7  , 80.2 , 75.9 , 75.9 ,.     ,25.4  ,.     , 33.5 ,.     , 77.4 ,10.6  ,10.6  ,.     , 0.36 ,12.60 , 0.36 ,.     ,  0.0 ,  2.1 ,  0.0 ,  0.0 ,  0.0 , 43.4 ,  5.0 ,182.5 , 12.7 , 10.7 , 36.2 , 32.8 , 29.0 ,391.3 ,146.1 ,  0.0 ,  0.0 ,  0.0 , 13.6 , 53.1 , 10.2 ,262   ,240   ,  7.0 , 23.1 , 71.9 , 91.9 ,  3.5 ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,F,1,  6.3 ,  0.0 ,.     ,51.1  ,156   ,50.7  ,20.7  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,411.6 ,118.5 ,  0.0 ,  0.0 ,  0.0 , 12.3 , 26.3 ,  6.8 ,186   ,269   ,  3.3 ,  6.8 , 25.5 ,  7.9 ,  0.0 ,17.5  ,50.0  ,23.0  ,4.2   ,1.0   ,3.1   ,
IC,F,2,  0.0 ,  0.0 ,.     ,49.5  ,158   ,50.1  ,20.1  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.7 ,  0.0 ,  0.0 ,  3.7 ,  4.0 ,  3.7 ,  1.6 ,  1.4 ,380.7 ,147.5 ,  0.0 ,  0.0 ,  0.0 , 12.6 , 81.4 , 10.6 ,253   ,237   ,  2.7 ,  7.6 , 64.4 , 29.3 ,  0.0 ,17.3  ,51.0  ,22.7  ,4.0   ,0.9   ,3.1   ,
IC,F,3,  3.1 ,  0.0 ,.     ,50.3  ,157   ,50.4  ,20.4  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,.     ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.9 ,  0.0 ,  0.0 ,  1.9 ,  2.0 ,  1.9 ,  0.8 ,  0.7 ,396.2 ,133.0 ,  0.0 ,  0.0 ,  0.0 , 12.5 , 53.9 ,  8.7 ,220   ,253   ,  3.0 ,  7.2 , 45.0 , 18.6 ,  0.0 ,17.4  ,50.5  ,22.9  ,4.1   ,1.0   ,3.1   ,
IC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
