County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
ND,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,T,3, 13.86,137.74,253.76,382.38,  9.82, 37.63,187.86,  8.44,194.53,137.98, 83.01,151.01, 10.52,  6.45,  4.02, 75.13,  1.48,  3.69,  0.00,  0.00, 30.69, 16.80,  2.28,  1.83,  7.76,  5.93,  8.44, 29.68, 12.63,  3.57, 74.15,  2.20,  0.53,  0.00,.     ,.     ,.     ,.     ,  5.78,  5.89,  5.62,  5.85,  5.86,  3.35,  2.05,  3.93,  0.00,  1.07,  0.79,  2.46,  4.21,  2.60,  2.80,  3.04,  1.00,  0.68,  0.52,  5.21,  2.30,  1.27, 27.84, 18.48, 20.77,  1.54,146.05,  3.68, 83.82, 44.55,173.70, 43.65, 28.30,140.61, 22.00, 45.66, 24.00,  2.19,  0.54,  3.96, 10.55,  7.53, 84.70,  2.61, 14.83,.     ,.     , 13.91,.     ,.     ,  2.60,  2.75,  7.77,  6.51,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 27.61,.     , 69.31, 43.71, 25.60, 14.16,  7.79,  2.24,  0.07,  1.51, 10.75,  2.23,  1.99,  2.30,  0.00,  1.23,.     ,
OA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,3,  5.60, 51.53,159.09,185.68, 19.79, 76.33,114.40, 18.20, 71.28,159.04, 50.94,211.79,  5.23, 11.84,  2.29,106.93,  1.20,  2.09,  1.95, 41.35,  0.00, 11.73,  4.58,  3.60,  5.69,  5.69,114.35,163.45, 18.28,  1.10, 67.29,  0.00,  3.69,  1.86, 52.76,.     ,.     ,.     ,  3.95,  4.78,  5.77,  1.75,  0.79,  1.75,  1.75,  0.37,  0.00,  0.00,  0.00,  2.60,  7.83,  1.66,  5.68,  2.01,  1.31,  0.43,  3.08,  9.30,  5.64,  1.68, 26.12, 59.45, 47.22,  2.06,419.01,  7.23,145.24, 21.57,468.97, 18.73, 25.56,443.41, 10.87, 89.45, 30.06,  4.37,  4.31,  4.51, 87.99,  5.61,155.28,  2.16, 18.69, 18.69,.     ,  7.77,.     ,.     ,  4.90,  0.00,  2.69,  9.85, 31.67, 36.58,  8.88,  9.77, 11.47,  2.49, 30.37,106.51,  1.25,  3.17, 18.94,.     , 28.01, 22.49,  5.53,  6.55,  2.96,  1.29,  0.26,  0.64,  7.84,  0.77,  1.80,  1.16,  3.21,  0.13,  1.93,
OA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,3,  6.42, 57.17,198.74,221.64, 11.99, 54.34,132.06, 10.59, 89.59,139.25, 60.43,127.84,  6.62, 11.36,  4.30, 68.09,  1.57,  0.00,  1.24, 12.38,  0.00, 11.20,  2.05,  0.00,  5.15,  5.15, 36.53, 64.72, 10.03,  1.15, 29.22,  0.00,  0.00,  0.00,.     , 11.80, 11.59, 14.92,  7.60,  3.30,  3.05,  1.97,  1.62, 13.89,  9.05,  0.75,  0.00,  0.00,  1.02,  0.42,  1.76,  2.00,  4.63,  0.84,  1.18,  2.00,  4.63, 10.01,  4.59,  4.53, 41.29, 38.32, 46.12,  2.73,314.87,  7.28,143.92, 28.29,157.89, 26.23, 16.81,141.07,  7.80, 68.36, 17.08,  8.72,  0.00,  2.75, 46.57,  3.89, 75.79,  6.24, 21.09,.     , 21.09, 21.09,  4.03,  4.31,  0.00,  0.00,  3.29,  8.20, 25.60, 12.95,  2.04,  1.18, 13.45,  5.04, 36.39, 82.45,  0.82,  0.00, 20.96,  0.85, 32.11, 25.91,  6.20,  8.27,  2.89,  1.93,  0.28,  1.38,  8.41,  0.83,  2.76,  1.24,  2.62,  0.00,  2.07,
OA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,3,  6.01, 54.35,178.92,203.66, 15.89, 65.34,123.23, 14.39, 80.44,149.15, 55.69,169.81,  5.93, 11.60,  3.29, 87.51,  1.39,  1.04,  1.59, 26.87,  0.00, 11.46,  3.31,  1.80,  5.42,  5.42, 75.44,114.08, 14.16,  1.13, 48.26,  0.00,  1.84,  0.93,.     ,.     ,.     ,.     ,  5.78,  4.04,  4.41,  1.86,  1.21,  7.82,  5.40,  0.56,  0.00,  0.00,  0.51,  1.51,  4.79,  1.83,  5.16,  1.42,  1.25,  1.22,  3.85,  9.66,  5.12,  3.10, 33.70, 48.89, 46.67,  2.40,366.94,  7.26,144.58, 24.93,313.43, 22.48, 21.18,292.24,  9.33, 78.91, 23.57,  6.55,  2.15,  3.63, 67.28,  4.75,115.54,  4.20, 19.89,.     ,.     , 14.43,.     ,.     ,  2.45,  0.00,  2.99,  9.03, 28.64, 24.77,  5.46,  5.47, 12.46,  3.77, 33.38, 94.48,  1.03,  1.58, 19.95,.     , 30.06, 24.20,  5.87,  7.41,  2.93,  1.61,  0.27,  1.01,  8.13,  0.80,  2.28,  1.20,  2.92,  0.07,  2.00,
OB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,M,3,  6.97,131.95,223.23,264.83, 31.31, 86.24,152.30, 28.83,112.54,248.25, 58.01,293.85,  4.41, 21.15,  5.24,209.39,  3.49,  7.10,  2.42,  7.32,  2.37, 21.07, 10.45, 18.78, 22.66, 20.26,151.40,355.89, 85.10,  7.65,194.35,  8.43,  2.95, 13.90,126.77,.     ,.     ,.     ,  4.89, 17.60,  7.62,  6.33,  0.83, 11.23, 10.00,  0.38,  0.00,  0.91,  1.48,  1.78, 18.99,  4.49,  5.22,  3.59,  0.00,  3.21,  2.97,  7.37,  7.16,  4.36, 41.89, 76.66, 75.00,  0.00,511.44,  7.37,204.11, 24.15,521.22, 22.11, 21.36,491.88,  7.54,192.60, 55.37,  6.53,  9.79,  4.53, 97.94, 12.18,292.29,  9.56, 49.72, 49.72,.     , 34.67,.     ,.     ,  3.17,  7.44,  0.77, 15.52, 65.04, 94.28, 12.20, 29.32, 32.61, 13.00, 23.04, 95.24,  2.94,  3.77, 20.23,.     , 34.85, 25.34,  9.52,  7.10,  1.34,  3.62,  0.00,  2.41, 11.26,  1.61,  2.28,  1.88,  3.08,  0.13,  5.36,
OB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,F,3,  5.32, 90.97,272.18,257.59, 15.60, 59.22,167.13, 13.63, 90.46,196.75, 40.87,136.83,  2.39, 17.38,  3.53, 78.77,  3.33,  4.53,  0.43,  8.24,  0.00, 34.89,  4.63,  1.96,  7.22,  6.04, 57.87,119.44, 32.90,  2.33, 57.46,  1.38,  1.38,  1.97,.     , 30.18, 37.37, 60.64,  2.67,  8.94,  4.17,  3.34,  0.00,  7.44,  6.86,  0.00,  0.00,  1.14,  6.23,  2.32, 19.13,  3.69,  4.83,  1.78,  1.02,  2.88,  4.83, 12.17,  4.24,  9.74, 38.75, 55.09, 44.63,  0.42,275.59, 11.75,148.32, 22.66,178.15, 19.82, 17.09,159.35,  6.79, 96.28, 23.17,  6.31,  1.60,  2.45, 44.87,  4.78,102.33, 18.86, 18.30,.     , 18.30, 14.33, 18.14,  0.00,  0.00,  3.88,  2.39,  8.64, 41.01, 38.45,  6.99,  7.57, 23.61,  8.20, 45.33,138.01,  0.00,  4.52, 15.99,  2.47, 26.62, 21.38,  5.24,  6.21,  1.79,  1.52,  0.00,  0.83,  8.97,  2.35,  1.93,  2.48,  1.38,  0.00,  3.86,
OB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,T,3,  6.15,111.46,247.71,261.21, 23.45, 72.73,159.72, 21.23,101.50,222.50, 49.44,215.34,  3.40, 19.27,  4.38,144.08,  3.41,  5.82,  1.43,  7.78,  1.19, 27.98,  7.54, 10.37, 14.94, 13.15,104.64,237.66, 59.00,  4.99,125.91,  4.91,  2.17,  7.94,.     ,.     ,.     ,.     ,  3.78, 13.27,  5.90,  4.83,  0.41,  9.34,  8.43,  0.19,  0.00,  1.02,  3.86,  2.05, 19.06,  4.09,  5.03,  2.69,  0.51,  3.04,  3.90,  9.77,  5.70,  7.05, 40.32, 65.88, 59.82,  0.21,393.51,  9.56,176.22, 23.41,349.69, 20.96, 19.23,325.62,  7.17,144.44, 39.27,  6.42,  5.69,  3.49, 71.41,  8.48,197.31, 14.21, 34.01,.     ,.     , 24.50,.     ,.     ,  1.58,  5.66,  1.58, 12.08, 53.03, 66.37,  9.60, 18.45, 28.11, 10.60, 34.19,116.63,  1.47,  4.14, 18.11,.     , 30.74, 23.36,  7.38,  6.66,  1.57,  2.57,  0.00,  1.62, 10.12,  1.98,  2.10,  2.18,  2.23,  0.07,  4.61,
PA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,M,3, 11.71,142.90,163.29,301.41, 14.70, 64.01,245.67, 14.07, 55.74, 62.20,135.24,241.49,  7.68,  6.46,  6.20,177.00,  0.55,  2.29,  0.32,  1.38,  0.00, 17.64,  2.74,  2.13, 48.58, 47.83, 26.23, 19.77, 13.49,  6.57,113.68,  1.06,  4.97,  2.80, 24.73,.     ,.     ,.     ,  5.82,  0.00,  5.39,  3.60,  2.48,  4.78,  2.71,  1.93,  0.89,  4.88,  1.06,  6.22, 11.36,  6.13,  9.21,  5.37,  4.46,  2.07,  5.30,  6.61,  2.58,  1.17, 33.07,  7.05, 12.59,  2.42,190.92,  4.19, 67.36, 87.10,340.65, 84.23, 34.50,304.76, 30.87,243.23, 75.52,  8.61,  0.89, 13.12,146.84, 19.69,260.52,  0.89, 47.09, 47.09,.     , 45.70,.     ,.     ,  0.00,  1.78,  1.22,  8.11,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 34.65,.     , 58.55, 54.97,  3.57, 25.89,  6.67,  1.06,  0.00,  0.58, 14.30,  2.22,  1.84,  2.13,  6.67,  0.68,   .  ,
PA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,F,3, 10.92,107.16,120.91,255.68,  9.23, 45.99,222.87,  8.89, 32.81, 33.25,117.37,129.13,  4.45,  6.36,  5.26, 84.53,  1.00,  2.97,  0.31,  0.00,  0.00, 10.93,  1.33,  0.00, 25.99, 25.99, 12.97, 22.87,  8.60,  1.94, 28.65,  0.00,  0.00,  0.00,.     ,  2.92,  4.18, 15.85,  0.00,  3.25,  3.28,  5.22,  4.27,  2.73,  2.27,  2.83,  0.00,  6.61,  4.08,  2.80,  8.33,  3.50,  3.27,  3.55,  2.36,  1.57,  0.93,  8.67,  1.66,  3.78, 47.19,  1.88,  9.21,  1.81, 90.03,  6.86, 76.35, 86.65,313.48, 85.10, 25.20,288.28, 23.44,102.46, 35.37, 10.89,  0.00,  3.80, 45.80,  5.74, 74.45,  2.64, 33.47,.     , 33.47, 31.30, 10.98, 10.95,  0.00,  2.82,  1.01,  4.72,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 29.10,  2.11, 54.59, 51.99,  2.60, 25.94,  6.40,  1.52,  0.11,  1.09, 11.72,  2.82,  1.52,  2.06,  3.69,  0.87,   .  ,
