County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
NA,T,3,  8.19, 95.99,280.14,304.49, 15.19, 76.46,176.81, 13.30,127.67,189.15, 73.87,224.08,  4.08, 12.18,  3.05,172.41,  1.19,  0.43,  0.16,  0.81,  0.00, 12.14,  2.31,  1.01, 16.69, 16.20,  3.77, 76.82,  3.34,  3.05, 67.63,  0.00,  1.25,  0.00,.     ,.     ,.     ,.     ,  3.18,  2.01,  3.50,  6.50,  2.97,  8.08,  6.22,  1.65,  1.85,  1.14,  3.69,  2.48,  9.61,  5.60,  8.10,  6.43,  2.05,  1.82,  2.38,  7.72,  4.10,  4.13, 65.72, 57.98, 14.98,  2.04,260.03,  5.69,150.09, 39.52,248.21, 35.83, 26.84,203.63, 23.23,139.34, 43.61,  9.88,  4.22,  6.89, 65.38,  9.94,133.00,  5.16, 32.94,.     ,.     , 32.13,.     ,.     , 12.35,  7.78,  3.29,  7.49,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 24.00,.     , 40.94, 35.66,  5.27, 11.35,  4.85,  1.54,  0.00,  0.74, 11.48,  2.19,  3.04,  0.23,  0.00,  0.53,.     ,
NB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,3,  6.76, 84.29,258.24,268.22, 12.48, 60.42,179.42, 11.23, 88.79,125.54, 83.47,254.82, 10.43, 21.05, 12.90,163.03,  1.23,  4.45,  1.67,  5.96,  0.00, 13.15,  1.54,  0.00, 22.48, 22.48,  0.00, 60.15,  4.05,  5.00, 32.14,  0.84,  3.26,  0.00, 16.56,.     ,.     ,.     ,  2.36,  3.63,  3.16,  4.12,  6.43,  7.59,  4.57,  5.93,  0.97,  1.51,  2.67,  2.49,  8.77,  8.62,  7.69,  5.78,  0.00,  4.97,  4.06,  8.36,  2.16,  2.79, 15.52, 22.04, 12.70,  1.72,148.29,  6.65, 67.39, 27.54,253.63, 25.27, 33.65,218.44, 29.23,191.00, 58.16, 15.59,  2.42, 13.95, 90.73, 18.95,122.87,  9.95, 22.63, 22.63,.     , 22.63,.     ,.     ,  3.68,  8.65,  3.14, 17.74,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 18.25,.     , 33.80, 30.25,  3.55,  7.98,  6.60,  1.08,  0.10,  0.49,  7.29,  1.38,  1.18,  0.30,  0.00,  1.97,   .  ,
NB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,3,  5.66, 64.64,225.95,228.41,  7.41, 28.20,155.86,  6.64, 72.55, 76.82, 63.66,146.55, 12.30, 16.71, 12.05, 81.12,  0.39,  2.22,  0.39,  1.80,  0.00,  7.04,  0.78,  0.91,  8.33,  8.33,  0.91, 19.17,  3.63,  1.47, 11.90,  0.00,  0.00,  0.00,.     ,  6.24,  6.19, 11.65,  4.44,  0.00,  1.56,  3.20,  6.01,  4.84,  2.67,  4.75,  0.83,  0.53,  0.83,  0.94, 14.09,  7.36,  4.55,  4.56,  0.89,  2.87,  1.34,  8.62,  1.70,  3.68, 41.42, 26.73, 13.01,  1.10, 60.27,  7.52,109.44, 22.81,142.61, 20.79, 19.29,122.43, 23.04, 72.50, 14.02,  9.03,  2.04,  3.34, 37.45,  4.80, 49.34,  3.15, 17.89,.     , 17.89, 15.03, 15.95,  6.02,  3.34,  5.58,  3.23,  9.55,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 13.03,  1.58, 28.29, 24.85,  3.44,  6.55,  7.43,  0.89,  0.00,  0.55,  4.33,  0.67,  0.44,  0.55,  0.11,  1.66,   .  ,
NB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,T,3,  6.21, 74.47,242.09,248.32,  9.95, 44.31,167.64,  8.94, 80.67,101.18, 73.56,200.69, 11.37, 18.88, 12.48,122.08,  0.81,  3.34,  1.03,  3.88,  0.00, 10.10,  1.16,  0.46, 15.41, 15.41,  0.46, 39.66,  3.84,  3.23, 22.02,  0.42,  1.63,  0.00,.     ,.     ,.     ,.     ,  3.40,  1.81,  2.36,  3.66,  6.22,  6.21,  3.62,  5.34,  0.90,  1.02,  1.75,  1.72, 11.43,  7.99,  6.12,  5.17,  0.45,  3.92,  2.70,  8.49,  1.93,  3.24, 28.47, 24.39, 12.86,  1.41,104.28,  7.08, 88.42, 25.18,198.12, 23.03, 26.47,170.44, 26.14,131.75, 36.09, 12.31,  2.23,  8.64, 64.09, 11.88, 86.11,  6.55, 20.26,.     ,.     , 18.83,.     ,.     ,  3.51,  7.12,  3.19, 13.64,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 15.64,.     , 31.04, 27.55,  3.50,  7.27,  7.01,  0.99,  0.05,  0.52,  5.81,  1.02,  0.81,  0.43,  0.06,  1.81,.     ,
NC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,M,3, 11.47,116.27,216.12,320.60, 13.85, 75.14,212.84, 12.56,107.76,129.28, 97.06,190.67,  6.72, 21.68,  7.24,114.57,  2.86,  4.90,  0.84, 12.04,  0.00, 12.21,  2.30,  2.30, 16.35,  8.24,  6.59, 99.92,  7.89,  1.97, 52.04,  0.88,  1.23,  0.00, 20.67,.     ,.     ,.     ,  4.69,  9.17,  4.87,  5.82,  6.43, 14.91, 11.13,  5.16,  3.06,  0.99,  1.17,  2.74, 14.43,  7.84,  2.34,  9.34,  0.00,  3.87,  0.00,  5.43,  3.44,  3.98, 16.23, 32.67, 11.82,  0.84,273.69,  4.59, 70.63, 32.91,248.73, 32.20, 18.30,217.54, 23.91,171.09, 59.84,  6.63,  4.69,  7.22, 86.75,  9.18,138.79, 10.25, 19.37, 19.37,.     , 15.15,.     ,.     ,  5.01,  5.29,  2.81, 10.79,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 29.72,.     , 57.36, 50.15,  7.21, 10.59,  5.44,  7.65,  0.00,  3.24, 11.62,  4.71,  1.62,  0.15,  0.00,  1.62,   .  ,
NC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,F,3, 11.61,127.79,234.61,336.45,  9.00, 64.42,207.55,  7.89,128.89,111.13, 87.07,114.23,  5.70, 18.74,  6.52, 65.19,  2.35,  4.13,  0.59,  3.56,  0.00,  9.30,  1.32,  1.76,  2.93,  2.93,  2.13, 42.23,  1.85,  0.46, 13.82,  0.00,  0.00,  0.00,.     , 12.40, 12.62, 22.01,  4.82,  8.02,  3.84,  2.38,  7.68, 18.18, 13.50,  6.63,  0.00,  0.99,  0.60,  4.36, 14.64,  4.36,  3.13,  7.72,  0.00,  1.58,  3.13,  8.44,  2.28,  3.88, 29.18, 25.80,  9.63,  1.96,149.00,  6.48, 78.52, 33.66,193.92, 31.23, 12.72,179.31, 13.35, 56.25, 10.93,  2.13,  0.00,  1.49, 26.07,  1.96, 39.89, 17.62, 18.50,.     , 18.50, 17.52,  5.42,  0.79,  0.00,  5.55,  6.38,  1.57,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 30.78,  0.65, 58.05, 49.60,  8.46, 10.24,  5.53,  6.34,  0.00,  2.44, 12.36,  5.20,  2.60,  0.16,  0.00,  2.11,   .  ,
NC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,T,3, 11.54,122.03,225.37,328.53, 11.43, 69.78,210.20, 10.22,118.33,120.20, 92.06,152.45,  6.21, 20.21,  6.88, 89.88,  2.60,  4.52,  0.71,  7.80,  0.00, 10.76,  1.81,  2.03,  9.64,  5.58,  4.36, 71.08,  4.87,  1.22, 32.93,  0.44,  0.61,  0.00,.     ,.     ,.     ,.     ,  4.76,  8.60,  4.36,  4.10,  7.05, 16.55, 12.32,  5.90,  1.53,  0.99,  0.89,  3.55, 14.54,  6.10,  2.73,  8.53,  0.00,  2.73,  1.56,  6.93,  2.86,  3.93, 22.71, 29.24, 10.73,  1.40,211.34,  5.54, 74.58, 33.28,221.32, 31.72, 15.51,198.43, 18.63,113.67, 35.39,  4.38,  2.35,  4.35, 56.41,  5.57, 89.34, 13.94, 18.94,.     ,.     , 16.34,.     ,.     ,  2.50,  5.42,  4.59,  6.18,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 30.25,.     , 57.70, 49.88,  7.84, 10.42,  5.49,  7.00,  0.00,  2.84, 11.99,  4.96,  2.11,  0.15,  0.00,  1.86,.     ,
ND,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,3, 15.13,159.52,257.36,408.82, 12.33, 42.30,205.99, 10.75,202.83,157.51, 93.14,208.54, 12.07,  6.20,  5.20,106.54,  0.80,  6.10,  0.00,  0.00, 49.13, 22.77,  2.85,  2.33, 10.90,  7.84, 10.52, 42.55, 17.48,  5.81,119.83,  0.00,  1.06,  0.00, 35.16,.     ,.     ,.     ,  8.33,  5.48,  7.67,  3.97,  6.60,  3.62,  2.35,  4.47,  0.00,  1.27,  1.57,  2.64,  4.38,  3.06,  0.51,  3.00,  0.00,  0.47,  0.51,  5.85,  2.76,  1.62, 32.50, 14.21, 24.38,  2.18,189.91,  3.67, 85.93, 46.79,219.47, 46.79, 30.00,181.49, 22.04, 62.51, 31.53,  3.33,  1.07,  4.76, 16.68, 10.57,136.51,  1.93, 19.89, 19.89,.     , 18.06,.     ,.     ,  3.92,  5.49,  8.58,  8.70,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 29.78,.     , 75.66, 46.24, 29.42, 15.13,  7.43,  2.10,  0.14,  1.40, 12.61,  2.52,  2.80,  2.38,  0.00,  1.26,   .  ,
ND,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,3, 12.59,115.95,250.16,355.95,  7.31, 32.96,169.72,  6.13,186.23,118.46, 72.88, 93.48,  8.97,  6.70,  2.83, 43.71,  2.15,  1.28,  0.00,  0.00, 12.25, 10.84,  1.71,  1.32,  4.61,  4.02,  6.36, 16.80,  7.77,  1.33, 28.47,  4.40,  0.00,  0.00,.     , 18.58,  7.83, 41.43,  3.23,  6.29,  3.57,  7.73,  5.11,  3.07,  1.75,  3.39,  0.00,  0.88,  0.00,  2.27,  4.04,  2.15,  5.09,  3.07,  2.01,  0.89,  0.53,  4.56,  1.84,  0.92, 23.17, 22.74, 17.16,  0.89,102.18,  3.68, 81.71, 42.32,127.93, 40.51, 26.59, 99.72, 21.95, 28.80, 16.47,  1.04,  0.00,  3.15,  4.43,  4.49, 32.90,  3.29,  9.77,.     ,  9.77,  9.77,  6.57,  1.06,  1.28,  0.00,  6.96,  4.33,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  , 25.44,  0.96, 62.96, 41.18, 21.78, 13.18,  8.15,  2.37,  0.00,  1.63,  8.89,  1.93,  1.19,  2.22,  0.00,  1.19,   .  ,
ND,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
