County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
ZF,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,M,3,  2.80, 41.52,215.79,175.22, 16.63, 83.39, 85.88, 15.17, 89.34,146.66,  4.21, 51.55,  2.10,  0.00,  0.00, 37.34,  0.00,  1.63,  0.00,  0.00,  0.00, 19.62,  5.74,  4.14, 24.47, 20.25, 21.00, 30.79, 29.56,  5.97,109.40, 14.03, 68.42,  0.00,149.60,.     ,.     ,.     ,  8.72,  2.12,  8.09,  0.00, 64.96, 57.90,  0.00,  1.76,  0.73,  0.00,  0.00,  0.00,  3.34, 15.97,  1.76,  7.09,  0.00,  0.00,  7.93,  4.57,  1.14, 17.30, 23.72, 97.22,  1.39,218.28,  6.54,238.90, 11.67, 87.50, 10.94, 22.10, 63.92, 10.09,154.85, 14.73,  0.00,  0.00,  7.36,124.98, 13.33,234.38,  0.00, 20.32, 20.32,.     , 13.23,.     ,.     ,  0.00,  0.00,  2.91, 37.72, 82.80,123.04, 53.06, 65.50, 12.32,  9.26,  4.66, 14.83,  1.87,  8.79,  8.86,.     , 14.02, 11.50,  2.52,  2.52,  0.36,  3.23,  0.36,  2.88,  3.23,  1.44,  0.00,  0.72,  0.00,  0.00,  0.72,
ZF,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,F,3,  3.39, 33.71, 68.79, 97.32, 11.43, 67.83, 65.03, 11.13, 32.29, 30.72,  3.52, 23.82,  1.21,  0.00,  0.00, 13.02,  0.00,  0.00,  0.00,  0.00,  0.00, 11.70,  4.10,  1.89, 12.84, 10.92,  0.00, 10.67,  9.84,  0.00, 34.70,  8.91, 68.19,  0.00,.     ,119.02, 14.84, 30.57,  5.74,  2.33,  6.24,  1.21, 96.41, 80.51,  0.00, 10.48,  2.18,  4.38,  0.00,  0.00,  5.93, 13.05,  2.31,  5.18,  0.00,  1.92,  3.78,  3.53,  1.10,  9.07, 24.27, 42.71,  0.97,217.93,  2.81,134.79, 11.88, 44.16, 11.88, 21.42, 22.70,  1.19, 64.46, 13.98,  0.00,  1.92,  0.00, 32.05,  0.00, 66.75,  2.46, 25.54,.     , 25.54, 25.54,  0.00,  0.00,  1.68,  0.00,  1.21, 36.74, 22.89, 27.22,  6.31, 19.59,  9.43,  0.00,  8.43,  3.49,  0.97,  0.00,  8.89,  0.00, 16.93, 13.12,  3.81,  3.39,  0.42,  3.81,  0.42,  2.12,  1.69,  1.69,  0.00,  0.00,  0.00,  0.00,  1.27,
ZF,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,T,3,  3.10, 37.62,142.29,136.27, 14.03, 75.61, 75.45, 13.15, 60.82, 88.69,  3.87, 37.69,  1.66,  0.00,  0.00, 25.18,  0.00,  0.81,  0.00,  0.00,  0.00, 15.66,  4.92,  3.01, 18.66, 15.59, 10.50, 20.73, 19.70,  2.98, 72.05, 11.47, 68.31,  0.00,.     ,.     ,.     ,.     ,  7.23,  2.23,  7.17,  0.60, 80.69, 69.20,  0.00,  6.12,  1.46,  2.19,  0.00,  0.00,  4.63, 14.51,  2.04,  6.13,  0.00,  0.96,  5.85,  4.05,  1.12, 13.19, 24.00, 69.97,  1.18,218.11,  4.67,186.84, 11.78, 65.83, 11.41, 21.76, 43.31,  5.64,109.66, 14.36,  0.00,  0.96,  3.68, 78.52,  6.67,150.56,  1.23, 22.93,.     ,.     , 19.39,.     ,.     ,  0.84,  0.00,  2.06, 37.23, 52.84, 75.13, 29.69, 42.55, 10.88,  4.63,  6.54,  9.16,  1.42,  4.39,  8.88,.     , 15.47, 12.31,  3.17,  2.96,  0.39,  3.52,  0.39,  2.50,  2.46,  1.56,  0.00,  0.36,  0.00,  0.00,  0.99,
ZG,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,M,3,  2.60, 68.00,182.06,160.66, 12.38, 63.15, 89.94, 11.04, 70.72,133.41,  1.41, 36.86,  3.99,  0.00,  0.00, 22.55,  0.00,  0.00,  0.00,  0.00,  0.00, 13.23,  3.42,  3.17, 15.65, 15.65,  8.07, 24.18, 12.31,  2.40,157.93,  9.35,  6.34,  1.73, 71.92,.     ,.     ,.     ,  7.00,  4.22,  0.00,  1.11, 53.61, 46.24,  0.00,  5.27,  1.11,  0.00,  0.00,  5.57,  5.87,  7.58,  1.33,  3.17,  0.00,  2.68, 12.48,  3.08,  0.00,  7.00, 18.91, 69.67,  5.02,162.86,  7.46,144.67, 10.92, 74.23,  8.93, 17.24, 46.42,  7.63,157.02,  7.66,  0.00,  0.00,  5.23,104.69,  7.63,262.62,  2.47, 19.76, 19.76,.     , 17.66,.     ,.     ,  0.00,  3.17,  6.67, 56.93, 64.70,105.17, 24.98, 40.54, 16.87, 29.11,  5.24, 28.24,  0.78,  0.00, 10.18,.     , 13.02, 11.16,  1.86,  0.93,  1.39,  2.32,  0.46,  1.39,  4.18,  1.39,  0.46,  1.86,  0.00,  0.00,  1.39,
ZG,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,F,3,  1.92, 43.11, 92.67, 92.72,  6.44, 40.44, 60.88,  6.04, 31.83, 40.71,  6.42, 28.13,  1.27,  0.00,  0.00, 17.21,  1.09,  0.00,  0.00,  0.00,  0.00,  5.25,  1.82,  0.00,  7.73,  7.73,  5.84, 20.69,  8.10,  0.00, 33.11,  5.32,  0.00,  0.00,.     , 25.61, 13.77, 23.14,  4.80,  1.09,  2.25,  1.09, 64.06, 64.06,  0.00,  0.00,  0.00,  2.92,  0.00,  0.00,  5.26,  0.00,  0.00,  0.00,  2.37,  0.00, 12.76,  2.05,  0.95,  6.41, 29.81, 18.57,  5.20,103.41,  7.56,102.04,  4.74, 22.32,  4.74,  2.25, 16.19,  0.00, 35.65,  0.00,  0.00,  0.00,  0.00, 21.53,  0.00, 54.64,  2.40, 19.07,.     , 19.07, 14.42,  1.27,  0.00,  3.49,  5.17,  3.89, 24.29, 24.06, 35.33,  8.84, 16.87,  9.50,  5.27,  6.83,  5.37,  0.95,  0.00,  5.76,  0.25,  9.61,  8.59,  1.01,  1.01,  0.00,  3.54,  1.01,  1.01,  1.52,  0.51,  0.00,  0.00,  0.00,  0.00,  0.00,
ZG,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,T,3,  2.26, 55.55,137.37,126.69,  9.41, 51.80, 75.41,  8.54, 51.27, 87.06,  3.92, 32.49,  2.63,  0.00,  0.00, 19.88,  0.55,  0.00,  0.00,  0.00,  0.00,  9.24,  2.62,  1.58, 11.69, 11.69,  6.96, 22.44, 10.21,  1.20, 95.52,  7.33,  3.17,  0.86,.     ,.     ,.     ,.     ,  5.90,  2.65,  1.13,  1.10, 58.84, 55.15,  0.00,  2.63,  0.56,  1.46,  0.00,  2.79,  5.57,  3.79,  0.67,  1.58,  1.19,  1.34, 12.62,  2.56,  0.47,  6.71, 24.36, 44.12,  5.11,133.14,  7.51,123.36,  7.83, 48.28,  6.83,  9.74, 31.31,  3.81, 96.34,  3.83,  0.00,  0.00,  2.62, 63.11,  3.81,158.63,  2.44, 19.42,.     ,.     , 16.04,.     ,.     ,  1.75,  4.17,  5.28, 40.61, 44.38, 70.25, 16.91, 28.71, 13.19, 17.19,  6.04, 16.80,  0.86,  0.00,  7.97,.     , 11.31,  9.88,  1.44,  0.97,  0.69,  2.93,  0.73,  1.20,  2.85,  0.95,  0.23,  0.93,  0.00,  0.00,  0.69,
ZH,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZH,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZH,M,3,  4.39,150.79,682.51,495.74, 22.32, 77.09,177.90, 17.78,317.84,453.49, 33.88,186.05,  3.66,  8.22, 21.81,145.05,  4.76,  9.64,  0.00,  0.00,  0.00, 13.75,  2.84,  2.50, 12.17,  7.17, 14.29, 63.52, 29.42,  3.49, 55.85,  9.14,  0.00,  2.50, 50.55,.     ,.     ,.     , 14.14,  3.26,  4.32,  2.44, 13.05,  6.20,  1.20,  0.00,  5.11,  0.00,  3.51, 10.59, 12.07, 12.09,  1.20,  7.57,  5.08,  2.16, 18.41,  6.11,  0.00,  5.03, 54.21, 64.12,  5.68,333.01, 12.74,277.63, 28.81,117.03, 19.74, 38.81, 74.18, 34.31,323.17, 28.20,  0.00,  4.86, 26.45,242.97, 29.94,298.82,  7.11, 50.04, 50.04,.     , 47.54,.     ,.     ,  8.56, 13.24,  9.04,124.59,263.19,364.35,119.09,149.84, 39.26, 26.01, 46.56, 79.22,  6.84,  9.92, 10.98,.     , 21.93, 13.07,  8.86,  3.80,  0.84,  1.69,  0.42,  0.84,  1.69,  0.84,  0.00,  0.00,  0.00,  0.42,  5.06,
ZH,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZH,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZH,F,3,  6.21, 99.80,291.12,283.52, 12.41, 59.12,141.10, 10.70,142.42,170.79, 17.57, 74.25,  6.68,  0.00,  8.34, 63.46,  0.00,  0.00,  0.00,  0.00,  0.00,  7.81,  1.62,  0.00,  6.28,  6.28,  0.00, 46.03,  3.57,  0.00, 11.28,  8.11,  0.00,  0.00,.     , 36.02,  0.00, 14.43,  8.11,  4.15,  3.60,  1.32, 64.28, 51.27,  1.32,  6.28,  0.00,  0.00,  3.86,  4.58, 10.53,  6.28,  2.71,  6.28,  1.20,  0.00, 21.31,  5.13,  0.00,  6.28, 61.62, 34.22, 10.87,336.14, 10.44,176.66, 17.25, 60.72, 15.73, 33.31, 21.13, 14.72, 78.21,  3.65,  0.00,  0.00, 10.77, 63.23, 10.77, 74.52,  0.00, 26.87,.     , 26.87, 20.59,  0.00,  3.17,  6.28,  0.00,  9.65, 54.77, 93.31,117.00, 25.41, 56.47, 21.53,  3.17, 43.47, 49.21,  4.43,  4.58, 17.13,  0.25, 31.03, 24.54,  6.48,  4.17,  1.85,  5.56,  0.46,  3.24,  4.63,  1.85,  0.93,  0.46,  0.00,  0.46,  2.32,
ZH,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZH,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZH,T,3,  5.30,125.30,486.81,389.63, 17.37, 68.11,159.50, 14.24,230.13,312.14, 25.73,130.15,  5.17,  4.11, 15.07,104.26,  2.38,  4.82,  0.00,  0.00,  0.00, 10.78,  2.23,  1.25,  9.22,  6.73,  7.14, 54.78, 16.50,  1.75, 33.56,  8.63,  0.00,  1.25,.     ,.     ,.     ,.     , 11.13,  3.71,  3.96,  1.88, 38.66, 28.74,  1.26,  3.14,  2.56,  0.00,  3.69,  7.58, 11.30,  9.19,  1.96,  6.93,  3.14,  1.08, 19.86,  5.62,  0.00,  5.66, 57.91, 49.17,  8.28,334.57, 11.59,227.15, 23.03, 88.88, 17.73, 36.06, 47.66, 24.52,200.69, 15.92,  0.00,  2.43, 18.61,153.10, 20.36,186.67,  3.56, 38.45,.     ,.     , 34.06,.     ,.     ,  7.42,  6.62,  9.35, 89.68,178.25,240.68, 72.25,103.16, 30.39, 14.59, 45.02, 64.22,  5.63,  7.25, 14.05,.     , 26.48, 18.80,  7.67,  3.98,  1.34,  3.63,  0.44,  2.04,  3.16,  1.34,  0.47,  0.23,  0.00,  0.44,  3.69,
