County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
ZK,T,3,  2.31, 55.16,152.31,135.76, 10.00, 56.10, 59.14,  8.53, 76.64,147.18,  4.43, 27.69,  1.70,  0.82,  0.71, 19.02,  0.27,  0.39,  0.00,  0.00,  0.00, 10.63,  2.66,  1.36, 10.14,  8.99, 12.71, 41.04, 21.14,  1.38, 49.79,  6.03,  2.23,  2.48,.     ,.     ,.     ,.     ,  8.48,  3.41,  7.82,  0.71, 37.91, 35.58,  0.28,  0.65,  0.66,  3.10,  0.36,  4.57,  4.56,  5.95,  0.80,  0.96,  1.02,  1.48,  6.03,  3.04,  0.19,  4.46, 25.75, 36.18,  1.60,165.95,  4.42,138.09,  7.53, 57.02,  6.03, 12.54, 31.55,  3.44, 71.82,  6.01,  0.00,  1.20,  2.95, 48.96,  4.33, 98.75,  1.97, 22.68,.     ,.     , 20.32,.     ,.     ,  1.81,  1.39,  3.22, 29.11, 68.31,123.18, 36.05, 69.64, 13.23, 11.26,  6.03, 21.45,  2.02,  2.56,  7.09,.     , 11.54,  8.51,  3.04,  1.21,  0.52,  2.74,  0.39,  1.46,  1.63,  0.69,  0.10,  0.38,  0.00,  0.04,  0.93,
ZL,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,M,3,  2.43, 65.47,183.47,158.20, 12.77, 65.36, 59.48, 10.86, 98.72,191.46,  3.87, 48.09,  1.28,  0.25,  0.69, 34.36,  0.00,  0.52,  0.17,  0.33,  0.00, 12.29,  3.47,  8.69, 20.85, 15.07, 17.56, 43.98, 19.26,  3.86,105.01,  6.93,  4.35,  4.09, 66.67,.     ,.     ,.     ,  6.69,  1.88,  5.63,  1.25, 40.73, 38.70,  0.08,  0.94,  0.59,  2.49,  0.83,  3.97,  3.77,  8.24,  0.92,  1.95,  0.71,  1.01,  5.21,  3.36,  0.36,  3.43, 29.14, 48.67,  2.01,180.71,  3.20,155.50,  6.72, 67.65,  5.18, 23.49, 44.02,  6.27,137.48, 14.16,  0.00,  3.21,  4.98, 95.64,  8.84,200.65,  6.31, 23.81, 23.81,.     , 21.98,.     ,.     ,  2.67,  2.66,  4.10, 39.73, 88.13,166.20, 47.07, 93.45, 19.94, 17.31,  7.71, 21.76,  2.80,  2.90,  6.89,.     , 12.13,  7.52,  4.61,  1.31,  0.39,  2.22,  0.20,  1.60,  1.21,  0.36,  0.07,  0.26,  0.00,  0.00,  1.96,
ZL,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,F,3,  2.07, 34.71, 72.70, 81.04,  7.57, 52.33, 47.31,  6.84, 33.73, 73.14,  2.90, 20.87,  1.16,  0.45,  0.70, 10.15,  0.00,  1.85,  0.00,  0.28,  0.00,  9.38,  1.88,  5.12,  8.71,  7.44,  1.69, 19.36, 12.16,  0.45, 30.53,  4.13,  2.82,  0.97,.     , 26.37, 14.22, 28.04,  5.70,  2.45,  5.07,  1.03, 59.43, 54.97,  0.18,  2.22,  0.85,  3.85,  0.09,  2.93,  2.95,  7.16,  0.49,  1.60,  0.27,  0.78,  3.62,  2.44,  0.55,  4.43, 23.10, 22.89,  1.04,150.99,  2.57, 92.70,  5.66, 33.89,  4.63, 13.90, 16.90,  2.13, 59.52,  5.43,  0.35,  0.44,  1.38, 41.04,  1.83, 71.58,  3.23, 25.76,.     , 25.76, 25.48,  0.87,  0.00,  2.18,  4.58,  4.00, 19.25, 28.74, 60.06, 13.58, 33.76,  6.23,  8.46,  4.07, 11.88,  0.92,  1.00,  7.04,  0.15, 10.35,  7.38,  2.97,  1.33,  0.31,  1.92,  0.21,  1.15,  1.40,  0.66,  0.07,  0.24,  0.00,  0.00,  0.80,
ZL,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,T,3,  2.25, 50.09,128.09,119.62, 10.17, 58.84, 53.40,  8.85, 66.22,132.30,  3.39, 34.48,  1.22,  0.35,  0.69, 22.25,  0.00,  1.19,  0.09,  0.31,  0.00, 10.84,  2.68,  6.91, 14.78, 11.26,  9.63, 31.67, 15.71,  2.15, 67.77,  5.53,  3.58,  2.53,.     ,.     ,.     ,.     ,  6.20,  2.17,  5.35,  1.14, 50.08, 46.84,  0.13,  1.58,  0.72,  3.17,  0.46,  3.45,  3.36,  7.70,  0.71,  1.78,  0.49,  0.90,  4.42,  2.90,  0.46,  3.93, 26.12, 35.78,  1.52,165.85,  2.89,124.10,  6.19, 50.77,  4.91, 18.70, 30.46,  4.20, 98.50,  9.79,  0.17,  1.82,  3.18, 68.34,  5.33,136.12,  4.77, 24.79,.     ,.     , 23.73,.     ,.     ,  2.43,  3.62,  4.05, 29.49, 58.43,113.13, 30.32, 63.61, 13.09, 12.88,  5.89, 16.82,  1.86,  1.95,  6.96,.     , 11.24,  7.45,  3.79,  1.32,  0.35,  2.07,  0.21,  1.38,  1.30,  0.51,  0.07,  0.25,  0.00,  0.00,  1.38,
ZM,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,M,3,  3.57, 76.26,358.08,277.34, 17.08, 67.88, 78.01, 13.39,199.32,369.11,  3.67, 81.78,  2.00,  7.06,  1.67, 51.80,  0.00,  1.67,  0.00,  1.67,  0.00, 12.38,  3.38, 10.27, 19.81, 17.26, 20.74, 47.37,  9.30,  3.17, 91.27,  8.57,  4.11,  7.74, 69.09,.     ,.     ,.     ,  9.41,  6.27,  5.46,  0.00, 37.61, 30.78,  0.00,  1.67,  0.00,  4.35,  0.53, 25.18,  3.71,  9.94,  0.00,  1.27,  1.18,  1.34, 10.82,  4.31,  0.00,  8.72, 50.89, 53.55,  4.40,248.10,  6.41,183.38,  9.33, 98.85,  7.04, 32.38, 63.23,  8.35,204.54, 19.54,  0.00,  2.85,  4.82,145.40,  7.99,236.67,  1.58, 22.70, 22.70,.     , 21.03,.     ,.     ,  1.67,  8.59,  8.55, 56.68,178.46,306.61, 95.48,178.11, 35.71, 23.36, 17.65, 59.56,  3.22,  2.95,  9.89,.     , 17.83,  9.44,  8.39,  1.75,  0.70,  2.45,  0.00,  2.10,  2.10,  0.70,  0.00,  0.00,  0.00,  0.00,  2.10,
ZM,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,F,3,  3.58, 49.71,145.26,148.38, 10.85, 61.15, 80.97,  9.86, 67.41, 99.07,  6.37, 58.90,  0.00,  6.45,  1.40, 34.19,  0.00,  1.76,  0.00,  0.00,  0.00, 11.81,  2.45,  5.60, 18.11, 12.97,  0.00, 51.47,  8.46,  2.78, 26.10,  4.99,  5.00,  0.00,.     , 32.84, 15.38, 34.91,  3.68,  0.00,  3.22,  1.95, 50.28, 46.12,  0.00,  1.78,  3.17,  5.00,  2.12,  4.16,  2.85, 18.23,  0.00,  3.55,  1.76,  5.72,  2.68,  3.43,  0.86,  5.60, 43.91, 55.16,  0.00,184.41,  2.68,158.43,  8.75, 84.85,  4.67, 31.61, 53.24,  4.66, 81.64, 17.25,  0.00,  0.00,  4.66, 56.06,  7.44, 82.16,  3.53, 29.98,.     , 29.98, 24.74,  0.00,  1.58,  2.37, 12.04,  6.06, 26.17, 51.76, 60.30, 23.93, 24.26, 15.10,  3.96, 15.65, 37.19,  0.00,  1.58, 14.13,  0.22, 17.91, 12.57,  5.33,  1.14,  0.00,  6.10,  0.00,  2.67,  2.29,  1.14,  0.00,  0.76,  0.00,  0.00,  1.52,
ZM,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,T,3,  3.58, 62.99,251.67,212.86, 13.96, 64.52, 79.49, 11.63,133.37,234.09,  5.02, 70.34,  1.00,  6.75,  1.53, 42.99,  0.00,  1.72,  0.00,  0.83,  0.00, 12.10,  2.92,  7.93, 18.96, 15.12, 10.37, 49.42,  8.88,  2.98, 58.69,  6.78,  4.56,  3.87,.     ,.     ,.     ,.     ,  6.54,  3.13,  4.34,  0.97, 43.95, 38.45,  0.00,  1.73,  1.58,  4.67,  1.33, 14.67,  3.28, 14.09,  0.00,  2.41,  1.47,  3.53,  6.75,  3.87,  0.43,  7.16, 47.40, 54.35,  2.20,216.25,  4.54,170.91,  9.04, 91.85,  5.86, 32.00, 58.23,  6.50,143.09, 18.39,  0.00,  1.43,  4.74,100.73,  7.72,159.41,  2.56, 26.34,.     ,.     , 22.89,.     ,.     ,  2.02, 10.31,  7.31, 41.43,115.11,183.46, 59.71,101.19, 25.41, 13.66, 16.65, 48.38,  1.61,  2.27, 12.01,.     , 17.87, 11.01,  6.86,  1.45,  0.35,  4.28,  0.00,  2.39,  2.20,  0.92,  0.00,  0.38,  0.00,  0.00,  1.81,
ZN,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,M,3,  2.35, 53.98,183.17,153.67, 12.29, 60.58, 55.65, 10.27, 98.01,201.78,  4.74, 31.39,  2.79,  1.16,  0.73, 17.45,  0.57,  0.00,  0.73,  0.00,  0.00, 11.05,  3.14,  1.44, 28.72, 26.69, 17.74, 50.74, 19.70,  1.25, 71.37, 10.42,  5.22,  1.44, 63.30,.     ,.     ,.     , 13.62,  3.51,  3.51,  0.00, 31.40, 31.40,  0.00,  0.00,  0.00,  2.60,  0.73,  7.52,  5.11,  9.88,  0.00,  3.47,  1.82,  1.12,  3.98,  3.70,  0.00,  2.40, 27.37, 52.90,  0.73,183.16,  3.25,187.27,  3.82, 75.69,  1.89, 20.82, 50.48,  4.54,107.67,  6.62,  0.00,  3.15,  4.70, 82.14,  5.96,153.51,  4.63, 26.67, 26.67,.     , 23.19,.     ,.     ,  0.00,  1.44,  1.89, 22.31, 84.35,179.45, 50.25, 93.53, 14.80, 12.64,  9.45, 20.19,  4.21,  2.14,  7.64,.     , 11.75,  7.91,  3.84,  0.48,  0.72,  2.16,  0.48,  0.72,  2.88,  0.72,  0.24,  0.00,  0.00,  0.00,  1.44,
ZN,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,F,3,  2.22, 30.69, 76.39, 84.15,  8.17, 50.48, 51.86,  7.08, 32.29,109.06,  4.07, 11.20,  0.83,  1.59,  0.87,  6.82,  0.00,  0.00,  0.00,  0.00,  0.00,  5.73,  2.05,  3.34,  8.41,  5.59,  2.25, 20.59, 28.69,  0.68, 26.26, 10.16,  0.00,  0.00,.     , 28.69, 11.49, 44.59,  0.00,  0.00,  5.07,  0.00, 62.53, 60.94,  0.00,  0.00,  0.83,  1.46,  0.00,  4.57,  1.40,  4.97,  1.40,  1.13,  0.00,  1.59,  6.22,  2.75,  0.00,  7.88, 29.19, 37.66,  3.94,118.92,  2.27,155.71,  6.27, 32.94,  3.34,  9.61, 22.00,  1.52, 39.97,  5.63,  0.00,  2.25,  0.83, 30.33,  1.52, 56.59,  0.00, 29.21,.     , 29.21, 26.39,  0.00,  0.00,  1.75,  2.82,  4.43, 15.10, 22.51, 78.21,  9.31, 46.78,  3.20,  2.92,  7.78, 29.52,  2.00,  1.33,  9.12,  0.00, 11.10,  9.06,  2.05,  1.17,  0.29,  2.92,  0.58,  2.05,  2.63,  0.88,  0.58,  0.29,  0.00,  0.00,  0.29,
ZN,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
