County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P012, P013, P014, P015, P025, P027, P028, P029, P030, P031, P032, P033, P034, P035, P036, P037, P041, P042, P044, P046, R001, R002, R003, R005, R006, R007, R008, R010, R011, R016, R019, R020, R021, R022, R023, R025, R026, U001, U002, U003, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, 
GA,M,3,144   ,34.7  ,108.7 , 97.8 , 62.1 , 4.2  ,7.35  , 0.20 ,17.3  ,58.1  ,3.48  , 694  ,214   ,1.66  ,0.091 ,17.3  ,2.06  , 3.8  ,0.157 ,0.147 ,112   ,444   ,214   , 74.9 ,15.7  , 542  , 33   , 27.5 ,234   ,.     ,1.33  ,41.5  ,27.0  , 5.45 ,32.5  , 0.78 ,22.5  ,19.1  ,12.2  , 5.93 , 0.41 , 0.36 , 2.65 ,12.35 , 2.73 ,11.9  , 8.9  ,5.45  , 4.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,F,1,138   ,37.0  ,100.9 , 88.6 , 52.9 , 4.2  ,7.70  , 0.37 ,25.9  ,34.3  ,2.76  , 716  ,143   ,1.65  ,0.096 ,19.1  ,2.51  , 3.4  ,0.176 ,0.131 , 56   ,371   ,238   , 78.7 ,15.4  ,.     ,  8   ,.     , 50   ,  .   ,1.33  ,38.7  ,26.7  , 8.82 ,35.6  , 0.92 ,22.4  ,16.3  ,10.9  , 6.94 , 0.38 , 0.57 , 3.27 ,10.01 , 3.20 ,13.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,F,2,123   ,30.7  , 91.9 , 89.6 , 58.9 , 4.1  ,7.50  , 0.47 ,19.2  ,38.8  ,2.13  , 629  ,  0   ,2.13  ,0.098 ,16.1  ,2.20  , 4.4  ,0.115 ,0.140 , 90   ,351   ,224   , 76.9 ,12.9  ,.     ,  4   ,.     , 25   ,  .   ,1.26  ,41.5  ,27.0  , 6.03 ,33.0  , 0.80 ,25.5  ,16.0  ,11.4  , 5.98 , 0.41 , 0.40 , 3.42 ,12.07 , 2.90 ,12.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,F,3,131   ,33.9  , 96.4 , 89.1 , 55.9 , 4.2  ,7.60  , 0.42 ,22.6  ,36.5  ,2.44  , 673  , 72   ,1.89  ,0.097 ,17.6  ,2.35  , 3.9  ,0.145 ,0.136 , 73   ,361   ,231   , 77.8 ,14.2  ,.     ,  6   ,.     , 38   ,.     ,1.30  ,40.1  ,26.9  , 7.43 ,34.3  , 0.86 ,23.9  ,16.2  ,11.2  , 6.46 , 0.40 , 0.48 , 3.35 ,11.04 , 3.05 ,12.8  , 9.5  ,5.65  , 5.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
GA,T,3,137   ,34.3  ,102.6 , 93.4 , 59.0 , 4.2  ,7.48  , 0.31 ,19.9  ,47.3  ,2.96  , 683  ,143   ,1.77  ,0.094 ,17.4  ,2.21  , 3.9  ,0.151 ,0.141 , 92   ,403   ,222   , 76.4 ,14.9  ,.     , 19   ,.     ,136   ,.     ,1.31  ,40.8  ,26.9  , 6.44 ,33.4  , 0.82 ,23.2  ,17.6  ,11.7  , 6.20 , 0.40 , 0.42 , 3.00 ,11.69 , 2.89 ,12.3  , 9.2  ,5.55  , 5.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,M,1,160   ,58.2  ,101.6 ,135.2 , 75.7 , 4.4  ,7.90  , 0.00 ,10.1  ,56.8  ,3.88  , 966  , 49   ,0.96  ,0.103 ,22.1  ,2.69  ,10.9  ,0.103 ,0.161 , 58   ,419   ,251   ,100.9 ,14.6  ,    . , 26   , 31.3 ,121   ,15.5  ,1.28  ,49.9  ,16.2  , 1.98 ,18.2  , 0.36 ,31.4  ,18.5  ,12.3  , 7.14 , 0.27 , 0.10 , 1.27 , 5.85 , 2.91 , 7.4  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
HA,M,2,141   ,48.5  , 92.7 ,103.1 , 71.1 , 4.4  ,7.60  , 0.71 ,11.8  ,52.7  ,3.30  , 855  , 27   ,1.55  ,0.094 ,23.1  ,2.51  ,10.1  ,0.098 ,0.148 , 60   ,377   ,234   , 95.0 ,12.9  , 854  ,  8   , 62.5 ,201   ,14.6  ,1.36  ,41.9  ,21.9  , 5.43 ,27.4  , 0.65 ,26.5  ,15.3  ,13.6  , 6.92 , 0.28 , 0.33 , 3.45 , 9.62 , 2.41 , 9.9  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
HA,M,3,151   ,53.4  , 97.2 ,119.1 , 73.4 , 4.4  ,7.75  , 0.35 ,11.0  ,54.8  ,3.59  , 911  , 38   ,1.26  ,0.099 ,22.6  ,2.60  ,10.5  ,0.101 ,0.154 , 59   ,398   ,243   , 98.0 ,13.8  , 854  , 17   , 46.9 ,161   ,15.1  ,1.32  ,45.9  ,19.1  , 3.71 ,22.8  , 0.51 ,28.9  ,16.9  ,13.0  , 7.03 , 0.28 , 0.22 , 2.36 , 7.73 , 2.66 , 8.7  , 5.3  ,1.38  , 3.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,F,1,153   ,47.5  ,105.1 ,113.8 , 75.3 , 4.4  ,7.80  , 0.47 ,19.2  ,53.8  ,2.76  ,1055  , 26   ,1.59  ,0.105 ,21.6  ,3.00  , 9.7  ,0.098 ,0.136 , 36   ,492   ,248   , 89.4 ,10.6  ,.     ,  0   ,.     ,  5   ,14.9  ,1.34  ,37.0  ,27.5  , 7.50 ,35.0  , 0.95 ,23.3  ,13.7  ,18.3  , 5.51 , 0.46 , 0.50 , 4.95 ,10.67 , 2.36 ,14.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,F,2,162   ,47.3  ,114.6 ,101.3 , 75.1 , 4.3  ,7.70  , 4.03 ,20.6  ,54.4  ,3.03  ,1095  , 10   ,1.50  ,0.108 ,20.8  ,2.79  , 9.9  ,0.096 ,0.117 , 47   ,506   ,288   , 91.2 ,10.6  ,.     ,  0   ,.     ,  0   ,14.7  ,1.37  ,37.6  ,26.7  , 8.15 ,34.8  , 0.93 ,23.4  ,14.1  ,13.3  , 7.46 , 0.37 , 0.39 , 4.94 ,10.03 , 3.23 ,13.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,F,3,158   ,47.4  ,109.8 ,107.5 , 75.2 , 4.4  ,7.75  , 2.25 ,19.9  ,54.1  ,2.90  ,1075  , 18   ,1.55  ,0.106 ,21.2  ,2.90  , 9.8  ,0.097 ,0.127 , 42   ,499   ,268   , 90.3 ,10.6  ,.     ,  0   ,.     ,  3   ,14.8  ,1.36  ,37.3  ,27.1  , 7.83 ,34.9  , 0.94 ,23.4  ,13.9  ,15.8  , 6.49 , 0.42 , 0.45 , 4.95 ,10.35 , 2.79 ,14.0  , 7.3  ,2.49  , 5.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,T,3,154   ,50.4  ,103.5 ,113.3 , 74.3 , 4.4  ,7.75  , 1.30 ,15.4  ,54.4  ,3.24  , 993  , 28   ,1.40  ,0.103 ,21.9  ,2.75  ,10.2  ,0.099 ,0.141 , 50   ,449   ,255   , 94.1 ,12.2  ,.     ,  9   ,.     , 82   ,14.9  ,1.34  ,41.6  ,23.1  , 5.77 ,28.9  , 0.72 ,26.2  ,15.4  ,14.4  , 6.76 , 0.35 , 0.33 , 3.65 , 9.04 , 2.73 ,11.3  , 6.3  ,1.94  , 4.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,M,1,111   ,42.6  , 68.6 , 92.0 , 53.7 , 4.0  ,7.20  , 0.00 , 8.1  ,36.3  ,2.48  , 653  ,  0   ,1.31  ,0.097 ,30.1  ,2.69  , 6.4  ,0.088 ,0.097 , 33   ,303   ,241   , 70.1 ,16.2  , 588  ,  9   ,   .  ,110   ,14.5  ,1.80  ,45.3  ,20.9  , 3.34 ,24.2  , 0.53 ,28.6  ,16.7  ,12.7  ,10.49 , 0.50 , 0.20 , 1.68 , 7.65 , 2.97 ,10.3  ,.     ,.     ,.     , 478  , 530  ,0.27  ,0.32  ,23.05 , 5.52 , 0.07 , 0.05 ,37.22 ,15.48 ,0.34  ,17.53 ,
IA,M,2,114   ,50.6  , 63.8 , 95.7 , 53.6 , 4.1  ,7.50  , 0.00 , 5.8  ,37.9  ,3.88  , 588  , 93   ,0.84  ,0.084 ,21.6  ,2.60  , 6.4  ,0.086 ,0.094 , 44   ,311   ,217   , 68.3 ,13.4  , 637  , 39   ,   .  ,199   ,13.4  ,1.74  ,47.1  ,20.0  , 2.72 ,22.7  , 0.48 ,27.9  ,19.2  ,14.5  , 6.25 , 0.56 , 0.02 , 1.27 , 9.15 , 1.93 , 8.9  ,.     ,.     ,.     , 590  , 610  ,0.19  ,0.12  ,22.40 , 7.16 , 3.69 , 0.56 ,20.64 ,13.07 ,0.29  ,15.24 ,
IA,M,3,113   ,46.6  , 66.2 , 93.9 , 53.7 , 4.0  ,7.35  , 0.00 , 7.0  ,37.1  ,3.18  , 621  , 47   ,1.07  ,0.091 ,25.9  ,2.65  , 6.4  ,0.087 ,0.096 , 39   ,307   ,229   , 69.2 ,14.8  , 613  , 24   ,.     ,155   ,14.0  ,1.77  ,46.2  ,20.4  , 3.03 ,23.4  , 0.51 ,28.3  ,17.9  ,13.6  , 8.37 , 0.53 , 0.11 , 1.48 , 8.40 , 2.45 , 9.6  , 7.7  ,1.61  , 4.6  , 534  , 570  ,0.23  ,0.22  ,22.73 , 6.34 , 1.88 , 0.31 ,28.93 ,14.28 ,0.32  ,16.39 ,
IA,F,1,123   ,43.1  , 79.5 , 91.1 , 56.7 , 4.0  ,7.40  , 0.00 , 8.8  ,34.8  ,2.48  , 801  , 84   ,3.17  ,0.114 ,28.1  ,2.91  , 6.9  ,0.090 ,0.099 , 49   ,279   ,223   , 75.7 ,13.7  ,.     , 26   ,.     ,  0   ,13.8  ,1.57  ,39.5  ,26.6  , 4.59 ,31.2  , 0.79 ,25.1  ,14.4  ,13.9  , 8.48 , 0.44 , 0.14 , 2.48 , 8.91 , 2.68 ,15.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,F,2,116   ,50.8  , 65.4 , 94.1 , 60.1 , 4.1  ,7.30  , 0.00 , 7.3  ,41.6  ,2.23  , 694  , 77   ,1.10  ,0.102 ,20.6  ,2.79  , 9.0  ,0.088 ,0.088 , 16   ,239   ,253   , 72.6 ,10.6  ,.     ,  0   ,.     ,  0   ,13.8  ,1.80  ,40.8  ,25.0  , 4.61 ,29.6  , 0.73 ,25.2  ,15.6  ,12.4  ,10.44 , 0.37 , 0.24 , 2.56 , 8.68 , 3.00 ,13.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,F,3,120   ,47.0  , 72.5 , 92.6 , 58.4 , 4.0  ,7.35  , 0.00 , 8.1  ,38.2  ,2.35  , 748  , 81   ,2.14  ,0.108 ,24.4  ,2.85  , 8.0  ,0.089 ,0.093 , 33   ,259   ,238   , 74.2 ,12.2  ,.     , 13   ,.     ,  0   ,13.8  ,1.69  ,40.1  ,25.8  , 4.60 ,30.4  , 0.76 ,25.2  ,15.0  ,13.2  , 9.46 , 0.41 , 0.19 , 2.52 , 8.79 , 2.84 ,14.2  , 6.9  ,2.00  , 3.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IA,T,3,116   ,46.8  , 69.3 , 93.2 , 56.0 , 4.0  ,7.35  , 0.00 , 7.5  ,37.7  ,2.77  , 684  , 64   ,1.61  ,0.099 ,25.1  ,2.75  , 7.2  ,0.088 ,0.095 , 36   ,283   ,234   , 71.7 ,13.5  ,.     , 19   ,.     , 77   ,13.9  ,1.73  ,43.2  ,23.1  , 3.82 ,26.9  , 0.63 ,26.7  ,16.5  ,13.4  , 8.92 , 0.47 , 0.15 , 2.00 , 8.60 , 2.65 ,11.9  , 7.3  ,1.81  , 4.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,M,1,125   ,40.6  , 84.3 , 95.9 , 52.6 , 3.9  ,7.80  , 0.00 ,10.0  ,54.6  ,2.76  , 659  , 91   ,0.78  ,0.101 ,18.4  ,2.69  , 5.0  ,0.131 ,0.105 , 41   ,355   ,222   , 69.7 ,12.3  , 706  ,  8   , 41.7 ,132   ,14.5  ,1.59  ,45.6  ,17.8  , 3.00 ,20.8  , 0.46 ,30.0  ,15.5  ,18.3  ,12.43 , 1.08 , 0.15 , 0.83 , 7.76 , 1.68 , 8.3  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
IB,M,2,127   ,44.9  , 82.4 , 98.6 , 57.3 , 4.3  ,7.50  , 0.00 ,10.9  ,48.5  ,2.76  , 665  ,105   ,0.77  ,0.106 ,18.7  ,2.60  , 4.2  ,0.117 ,0.124 , 33   ,370   ,251   , 75.5 ,12.0  , 674  ,  4   , 52.0 ,113   ,14.4  ,1.69  ,46.6  ,16.5  , 3.57 ,20.1  , 0.43 ,29.0  ,17.6  ,18.2  ,11.91 , 0.73 , 1.58 , 0.46 , 7.40 , 1.78 , 7.3  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
IB,M,3,126   ,42.8  , 83.4 , 97.3 , 55.0 , 4.1  ,7.65  , 0.00 ,10.5  ,51.6  ,2.76  , 662  , 98   ,0.78  ,0.104 ,18.6  ,2.65  , 4.6  ,0.124 ,0.115 , 37   ,363   ,237   , 72.6 ,12.2  , 690  ,  6   , 46.9 ,123   ,14.5  ,1.64  ,46.1  ,17.2  , 3.29 ,20.5  , 0.45 ,29.5  ,16.6  ,18.3  ,12.17 , 0.91 , 0.86 , 0.65 , 7.58 , 1.73 , 7.8  , 9.0  ,1.65  , 7.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,F,1,115   ,45.0  , 70.1 , 99.5 , 50.8 , 4.2  ,7.80  , 0.00 ,10.6  ,50.9  ,2.48  , 501  ,  0   ,0.67  ,0.112 ,17.7  ,3.31  , 3.7  ,0.145 ,0.093 , 32   ,236   ,277   , 77.7 ,10.4  ,.     , 17   ,.     , 27   ,13.8  ,1.56  ,42.1  ,22.0  , 5.61 ,27.6  , 0.66 ,27.2  ,14.9  ,15.3  ,11.78 , 0.95 , 0.41 , 2.46 , 7.08 , 1.86 ,13.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,F,2,125   ,43.2  , 81.4 ,106.4 , 55.0 , 4.6  ,7.90  , 0.00 ,14.2  ,42.3  ,2.48  , 645  , 67   ,1.65  ,0.110 ,19.9  ,3.00  , 6.2  ,0.167 ,0.107 , 46   ,357   ,272   , 78.4 ,10.9  ,.     , 19   ,.     , 25   ,13.4  ,1.48  ,42.3  ,16.9  , 2.33 ,19.2  , 0.45 ,25.5  ,16.7  ,15.9  ,17.75 , 0.76 , 0.02 , 0.82 , 7.08 , 2.21 , 7.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,F,3,120   ,44.1  , 75.8 ,103.0 , 52.9 , 4.4  ,7.85  , 0.00 ,12.4  ,46.6  ,2.48  , 573  , 34   ,1.16  ,0.111 ,18.8  ,3.16  , 5.0  ,0.156 ,0.100 , 39   ,297   ,275   , 78.1 ,10.7  ,.     , 18   ,.     , 26   ,13.6  ,1.52  ,42.2  ,19.4  , 3.97 ,23.4  , 0.56 ,26.4  ,15.8  ,15.6  ,14.77 , 0.85 , 0.21 , 1.64 , 7.08 , 2.04 ,10.3  , 9.9  ,1.55  , 6.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,T,3,123   ,43.4  , 79.6 ,100.1 , 53.9 , 4.3  ,7.75  , 0.00 ,11.4  ,49.1  ,2.62  , 618  , 66   ,0.97  ,0.107 ,18.7  ,2.90  , 4.8  ,0.140 ,0.107 , 38   ,330   ,256   , 75.3 ,11.4  ,.     , 12   ,.     , 74   ,14.0  ,1.58  ,44.2  ,18.3  , 3.63 ,21.9  , 0.50 ,27.9  ,16.2  ,16.9  ,13.47 , 0.88 , 0.54 , 1.14 , 7.33 , 1.88 , 9.1  , 9.5  ,1.60  , 7.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,M,1,153   ,57.4  , 95.5 ,116.0 , 58.8 , 4.4  ,7.50  , 1.12 , 9.6  ,58.7  ,4.17  , 706  , 73   ,0.24  ,0.100 ,19.9  ,2.69  , 7.2  ,0.100 ,0.124 , 70   ,259   ,208   , 70.6 ,13.4  , 661  ,  0   ,   .  , 80   ,15.2  ,1.40  ,38.6  ,23.8  , 6.06 ,29.9  , 0.77 ,21.8  ,16.8  ,14.1  ,11.82 , 0.88 , 0.33 , 2.86 , 8.03 , 2.19 ,13.6  ,.     ,.     ,.     , 840  , 923  ,0.23  ,0.05  ,10.86 ,13.81 , 4.14 , 1.58 ,15.02 ,15.64 ,0.41  , 0.00 ,
IC,M,2,123   ,60.3  , 62.5 ,110.3 , 54.0 , 4.3  ,7.28  , 1.99 ,12.9  ,60.3  ,2.76  , 773  , 87   ,0.68  ,0.106 ,17.3  ,2.35  , 8.0  ,0.094 ,0.122 ,130   ,602   ,222   , 80.4 ,15.7  , 694  , 26   ,   .  ,139   ,14.9  ,1.40  ,43.9  ,22.7  , 5.03 ,27.7  , 0.63 ,25.9  ,18.0  ,15.4  ,10.05 , 1.21 , 0.36 , 2.00 , 9.57 , 1.56 ,11.6  ,.     ,.     ,.     , 959  , 835  ,0.05  ,0.28  ,10.84 ,14.34 , 6.12 ,11.65 ,16.79 ,18.08 ,0.42  , 0.00 ,
IC,M,3,138   ,58.9  , 79.0 ,113.2 , 56.4 , 4.4  ,7.39  , 1.56 ,11.3  ,59.5  ,3.46  , 740  , 80   ,0.46  ,0.103 ,18.6  ,2.52  , 7.6  ,0.097 ,0.123 ,100   ,431   ,215   , 75.5 ,14.6  , 678  , 13   ,.     ,110   ,15.1  ,1.40  ,41.3  ,23.3  , 5.54 ,28.8  , 0.70 ,23.9  ,17.4  ,14.8  ,10.94 , 1.04 , 0.35 , 2.43 , 8.80 , 1.88 ,12.6  , 6.5  ,1.41  , 3.8  , 900  , 879  ,0.14  ,0.17  ,10.85 ,14.08 , 5.13 , 6.62 ,15.90 ,16.86 ,0.41  , 0.00 ,
IC,F,1,173   ,50.9  ,121.6 ,106.2 , 59.0 , 4.4  ,7.90  , 0.00 ,15.5  ,35.7  ,1.96  , 753  , 83   ,0.53  ,0.109 ,20.2  ,3.00  , 6.4  ,0.096 ,0.128 , 60   ,283   ,216   , 69.2 ,12.0  ,.     , 29   ,.     ,  0   ,13.4  ,1.57  ,38.1  ,25.5  , 8.32 ,33.8  , 0.89 ,22.8  ,15.3  ,13.7  ,10.30 , 0.75 , 0.55 , 4.38 , 7.94 , 2.12 ,15.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,F,2,168   ,42.3  ,126.0 ,106.2 , 56.0 , 4.4  ,7.60  , 0.00 ,15.1  ,43.6  ,3.30  , 745  , 79   ,1.02  ,0.103 ,14.3  ,2.91  , 6.5  ,0.099 ,0.120 , 70   ,213   ,227   , 83.1 ,12.3  ,.     ,  8   ,.     ,  0   ,13.5  ,1.39  ,40.3  ,25.1  , 3.82 ,28.9  , 0.72 ,28.8  ,11.5  ,16.5  , 6.96 , 0.59 , 0.34 , 1.54 ,10.97 , 1.35 ,12.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,F,3,171   ,46.6  ,123.8 ,106.2 , 57.5 , 4.4  ,7.75  , 0.00 ,15.3  ,39.7  ,2.63  , 749  , 81   ,0.78  ,0.106 ,17.3  ,2.96  , 6.5  ,0.098 ,0.124 , 65   ,248   ,222   , 76.2 ,12.2  ,.     , 19   ,.     ,  0   ,13.5  ,1.48  ,39.2  ,25.3  , 6.07 ,31.3  , 0.81 ,25.8  ,13.4  ,15.1  , 8.63 , 0.67 , 0.45 , 2.96 , 9.46 , 1.74 ,14.1  ,12.5  ,2.13  , 6.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,T,3,154   ,52.7  ,101.4 ,109.7 , 57.0 , 4.4  ,7.57  , 0.78 ,13.3  ,49.6  ,3.05  , 744  , 81   ,0.62  ,0.105 ,17.9  ,2.74  , 7.0  ,0.097 ,0.123 , 83   ,339   ,218   , 75.8 ,13.4  ,.     , 16   ,.     , 55   ,14.3  ,1.44  ,40.2  ,24.3  , 5.81 ,30.1  , 0.75 ,24.8  ,15.4  ,14.9  , 9.78 , 0.86 , 0.40 , 2.70 , 9.13 , 1.81 ,13.3  , 9.5  ,1.77  , 5.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
