County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P012, P013, P014, P015, P025, P027, P028, P029, P030, P031, P032, P033, P034, P035, P036, P037, P041, P042, P044, P046, R001, R002, R003, R005, R006, R007, R008, R010, R011, R016, R019, R020, R021, R022, R023, R025, R026, U001, U002, U003, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, 
ND,T,3,136   ,46.3  , 89.1 ,104.9 , 60.7 , 4.3  ,7.83  , 2.62 ,13.6  ,41.9  ,2.43  , 696  , 14   ,1.20  ,0.100 ,19.3  ,2.41  ,11.3  ,0.104 ,0.115 , 74   ,384   ,198   , 92.9 ,12.6  ,.     , 10   ,.     ,117   ,.     ,1.53  ,43.5  ,20.6  , 5.16 ,25.8  , 0.61 ,26.6  ,16.9  ,14.8  ,11.67 , 0.98 , 0.39 , 2.39 , 7.16 , 2.00 ,11.5  , 8.5  ,1.39  , 5.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,1,133   ,44.1  , 88.8 , 94.1 , 55.7 , 3.9  ,7.56  , 0.00 , 4.9  ,47.4  ,3.59  , 647  ,143   ,1.27  ,0.093 ,18.1  ,2.41  , 6.8  ,0.088 ,0.095 , 52   ,551   ,248   , 77.5 ,11.5  , 594  , 36   ,   .  ,122   ,13.3  ,1.55  ,45.4  ,23.5  , 3.46 ,26.9  , 0.59 ,27.2  ,18.1  ,15.4  , 6.86 , 0.51 , 0.09 , 1.72 , 9.41 , 2.22 ,11.8  ,.     ,.     ,.     ,1077  , 968  ,0.41  ,0.78  ,14.61 , 5.18 , 0.58 , 0.30 ,27.61 ,15.34 ,0.66  , 9.43 ,
OA,M,2,126   ,36.7  , 89.6 , 87.0 , 56.2 , 4.2  ,7.51  , 0.00 , 4.1  ,67.8  ,4.47  , 768  , 94   ,1.02  ,0.092 ,19.0  ,2.41  , 5.8  ,0.090 ,0.094 , 57   ,482   ,230   , 77.8 ,12.9  , 730  , 13   ,   .  ,144   ,13.6  ,1.59  ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,.     ,.     ,.     ,1011  , 994  ,0.05  ,0.25  , 6.09 , 2.70 , 0.20 , 2.47 ,11.89 , 8.50 ,0.32  , 3.39 ,
OA,M,3,130   ,40.4  , 89.2 , 90.5 , 56.0 , 4.0  ,7.54  , 0.00 , 4.5  ,57.6  ,4.03  , 708  ,119   ,1.15  ,0.092 ,18.6  ,2.41  , 6.3  ,0.089 ,0.095 , 55   ,517   ,239   , 77.7 ,12.2  , 662  , 25   ,.     ,133   ,13.5  ,1.57  ,45.4  ,23.5  , 3.46 ,26.9  , 0.59 ,27.2  ,18.1  ,15.4  , 6.86 , 0.51 , 0.09 , 1.72 , 9.41 , 2.22 ,11.8  ,12.7  ,2.01  , 7.8  ,1044  , 981  ,0.23  ,0.52  ,10.35 , 3.94 , 0.39 , 1.39 ,19.75 ,11.92 ,0.49  , 6.41 ,
OA,F,1,149   ,35.1  ,113.5 , 93.3 , 52.4 , 4.1  ,7.77  , 0.00 , 7.0  ,56.1  ,3.30  , 705  , 20   ,1.23  ,0.096 ,19.5  ,2.63  , 5.2  ,0.094 ,0.081 , 49   ,348   ,223   , 79.8 ,12.0  ,.     , 36   ,.     ,  0   ,12.1  ,1.67  ,31.0  ,25.1  , 6.39 ,31.5  , 1.02 ,16.8  ,14.3  ,13.1  , 9.89 , 0.90 , 0.40 , 2.71 , 9.90 , 2.28 ,13.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,2,142   ,41.5  ,100.2 , 97.8 , 54.1 , 4.2  ,7.68  , 0.76 , 5.7  ,40.9  ,3.30  , 753  ,108   ,1.30  ,0.094 ,20.4  ,2.91  , 4.6  ,0.098 ,0.097 , 58   ,353   ,249   , 81.3 ,10.6  ,.     , 12   ,.     , 11   ,11.7  ,1.70  ,42.3  ,26.6  , 4.58 ,31.2  , 0.74 ,25.5  ,16.9  ,13.9  , 8.08 , 0.46 , 0.20 , 2.39 , 8.84 , 2.68 ,15.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,3,146   ,38.3  ,106.9 , 95.5 , 53.3 , 4.2  ,7.72  , 0.38 , 6.4  ,48.5  ,3.30  , 729  , 64   ,1.27  ,0.095 ,19.9  ,2.77  , 4.9  ,0.096 ,0.089 , 54   ,351   ,236   , 80.5 ,11.3  ,.     , 24   ,.     ,  6   ,11.9  ,1.69  ,36.6  ,25.9  , 5.49 ,31.4  , 0.88 ,21.2  ,15.6  ,13.5  , 8.99 , 0.68 , 0.30 , 2.55 , 9.37 , 2.48 ,14.1  , 8.2  ,1.42  , 5.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,3,138   ,39.4  , 98.0 , 93.0 , 54.6 , 4.1  ,7.63  , 0.19 , 5.4  ,53.1  ,3.67  , 718  , 91   ,1.21  ,0.094 ,19.3  ,2.59  , 5.6  ,0.092 ,0.092 , 54   ,434   ,238   , 79.1 ,11.8  ,.     , 24   ,.     , 69   ,12.7  ,1.63  ,41.0  ,24.7  , 4.47 ,29.1  , 0.73 ,24.2  ,16.9  ,14.5  , 7.92 , 0.60 , 0.20 , 2.14 , 9.39 , 2.35 ,12.9  ,10.4  ,1.71  , 6.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,M,1,128   ,48.7  , 79.5 ,104.2 , 48.3 , 4.1  ,7.68  , 0.60 , 4.4  ,44.7  ,3.59  , 814  , 44   ,1.00  ,0.095 ,18.8  ,2.32  , 7.6  ,0.192 ,0.107 , 62   ,375   ,206   , 82.2 ,12.6  , 655  , 25   , 90.9 ,132   ,13.7  ,1.54  ,38.8  ,25.3  , 5.27 ,30.6  , 0.79 ,25.0  ,13.8  ,12.5  ,15.21 , 1.13 , 0.44 , 2.18 , 9.33 , 2.01 ,14.0  ,.     ,.     ,.     , 633  , 685  ,0.32  ,0.33  ,25.41 ,22.09 , 1.18 , 0.47 ,33.15 ,15.91 ,0.46  , 3.32 ,
OB,M,2,134   ,43.7  , 90.4 ,105.0 , 56.9 , 4.2  ,7.57  , 0.00 , 5.1  ,49.0  ,2.57  , 932  , 82   ,0.80  ,0.093 ,17.8  ,2.38  , 9.7  ,0.201 ,0.118 , 83   ,436   ,210   , 89.0 ,14.6  , 644  , 19   , 77.3 ,124   ,13.7  ,1.47  ,34.2  ,33.5  , 6.30 ,39.8  , 1.16 ,23.8  ,10.4  ,10.5  , 6.79 , 0.58 , 0.28 , 3.32 ,13.85 , 1.96 ,17.7  ,.     ,.     ,.     , 727  , 684  ,0.27  ,0.03  ,10.58 , 6.98 , 1.30 , 0.29 , 9.13 ,10.91 ,0.30  , 3.60 ,
OB,M,3,131   ,46.2  , 85.0 ,104.6 , 52.6 , 4.2  ,7.63  , 0.30 , 4.8  ,46.9  ,3.08  , 873  , 63   ,0.90  ,0.094 ,18.3  ,2.35  , 8.7  ,0.197 ,0.113 , 73   ,406   ,208   , 85.6 ,13.6  , 650  , 22   , 84.1 ,128   ,13.7  ,1.51  ,36.5  ,29.4  , 5.79 ,35.2  , 0.97 ,24.4  ,12.1  ,11.5  ,11.00 , 0.85 , 0.36 , 2.75 ,11.59 , 1.98 ,15.8  , 7.6  ,1.59  , 3.6  , 680  , 685  ,0.30  ,0.18  ,18.00 ,14.54 , 1.24 , 0.38 ,21.14 ,13.41 ,0.38  , 3.46 ,
OB,F,1,129   ,48.6  , 80.3 ,105.6 , 54.5 , 4.3  ,7.65  , 0.67 ,11.4  ,45.0  ,3.30  , 842  , 71   ,1.67  ,0.094 ,17.6  ,2.51  , 7.7  ,0.186 ,0.094 , 43   ,418   ,216   , 82.5 ,12.3  ,.     ,  5   ,.     , 11   ,12.4  ,1.50  ,37.0  ,23.8  , 7.59 ,31.4  , 0.85 ,22.4  ,14.7  ,13.2  ,13.87 , 1.53 , 0.55 , 3.36 , 7.77 , 1.74 ,14.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,F,2,134   ,47.2  , 87.2 ,105.7 , 58.3 , 4.5  ,8.25  , 0.00 , 8.9  ,51.7  ,4.17  , 927  , 74   ,1.42  ,0.106 ,16.9  ,3.07  , 8.4  ,0.192 ,0.093 , 57   ,331   ,238   , 87.4 ,10.6  ,.     ,  4   ,.     , 10   ,13.1  ,1.60  ,43.2  ,23.2  , 4.22 ,27.4  , 0.63 ,25.1  ,18.1  ,13.1  , 6.31 , 0.47 , 0.17 , 2.20 , 9.63 , 1.99 ,11.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,F,3,132   ,47.9  , 83.8 ,105.7 , 56.4 , 4.4  ,7.95  , 0.34 ,10.2  ,48.4  ,3.73  , 885  , 73   ,1.54  ,0.100 ,17.3  ,2.79  , 8.1  ,0.189 ,0.093 , 50   ,375   ,227   , 85.0 ,11.5  ,.     ,  5   ,.     , 11   ,12.8  ,1.55  ,40.1  ,23.5  , 5.91 ,29.4  , 0.74 ,23.8  ,16.4  ,13.2  ,10.09 , 1.00 , 0.36 , 2.78 , 8.70 , 1.86 ,13.0  , 7.5  ,1.78  , 4.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,T,3,131   ,47.1  , 84.4 ,105.1 , 54.5 , 4.3  ,7.79  , 0.32 , 7.5  ,47.6  ,3.41  , 879  , 68   ,1.22  ,0.097 ,17.8  ,2.57  , 8.4  ,0.193 ,0.103 , 61   ,390   ,218   , 85.3 ,12.5  ,.     , 13   ,.     , 69   ,13.2  ,1.53  ,38.3  ,26.5  , 5.85 ,32.3  , 0.86 ,24.1  ,14.3  ,12.3  ,10.54 , 0.93 , 0.36 , 2.77 ,10.15 , 1.93 ,14.4  , 7.5  ,1.69  , 3.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,M,1,118   ,40.7  , 76.8 , 84.4 , 63.3 , 3.9  ,8.35  , 0.00 , 9.1  ,51.5  ,2.94  , 573  , 20   ,2.22  ,0.096 ,17.2  ,2.97  ,10.0  ,0.223 ,0.127 , 57   ,404   ,217   , 73.9 ,10.9  , 719  , 20   , 35.0 ,264   ,12.9  ,1.23  ,40.4  ,26.9  , 5.47 ,32.3  , 0.80 ,21.6  ,18.7  ,16.4  , 6.05 , 0.49 , 0.26 , 3.14 , 9.45 , 2.79 ,14.6  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
PA,M,2,131   ,49.9  , 80.6 ,   .  ,   .  ,  .   ,7.70  , 0.00 ,14.8  ,47.0  ,2.65  , 553  , 68   ,0.87  ,0.087 ,16.0  ,2.41  , 9.2  ,0.101 ,0.116 , 39   ,268   ,   .  ,   .  ,  .   , 771  ,  7   , 24.1 ,227   ,12.0  ,1.24  ,38.4  ,25.1  , 6.02 ,31.2  , 0.81 ,21.8  ,16.6  ,15.0  , 8.36 , 0.51 , 0.23 , 3.01 , 7.92 , 3.30 ,13.9  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
PA,M,3,125   ,45.3  , 78.7 , 84.4 , 63.3 , 3.9  ,8.03  , 0.00 ,12.0  ,49.3  ,2.79  , 563  , 44   ,1.55  ,0.091 ,16.6  ,2.69  , 9.6  ,0.162 ,0.122 , 48   ,336   ,217   , 73.9 ,10.9  , 745  , 14   , 29.6 ,246   ,12.5  ,1.24  ,39.4  ,26.0  , 5.75 ,31.8  , 0.81 ,21.7  ,17.7  ,15.7  , 7.21 , 0.50 , 0.25 , 3.08 , 8.69 , 3.04 ,14.3  , 6.0  ,1.15  , 3.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,F,1,128   ,35.0  , 92.6 , 92.2 , 66.2 , 3.9  ,7.94  , 0.00 ,15.3  ,34.0  ,2.49  , 565  , 20   ,1.93  ,0.107 ,19.1  ,3.03  , 8.5  ,0.176 ,0.094 , 14   ,   .  ,236   , 76.0 , 8.4  ,.     ,  8   ,.     ,  0   ,11.1  ,1.21  ,41.5  ,25.1  , 6.41 ,31.5  , 0.76 ,29.8  ,11.7  ,16.7  , 4.19 , 0.67 , 1.07 , 1.98 ,10.22 , 2.77 ,12.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,F,2,131   ,45.2  , 85.7 ,111.4 , 64.8 , 4.2  ,8.07  , 0.00 ,22.9  ,33.2  ,2.31  , 603  , 20   ,1.00  ,0.103 ,16.3  ,2.79  , 9.2  ,0.206 ,0.114 , 35   ,473   ,233   , 60.9 , 9.2  ,.     , 10   ,.     ,  7   ,11.1  ,1.19  ,38.9  ,25.9  , 6.71 ,32.6  , 0.84 ,24.6  ,14.3  ,15.7  , 7.20 , 0.46 , 0.26 , 3.70 , 8.33 , 2.98 ,14.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,F,3,130   ,40.1  , 89.2 ,101.8 , 65.5 , 4.0  ,8.01  , 0.00 ,19.1  ,33.6  ,2.40  , 584  , 20   ,1.47  ,0.105 ,17.7  ,2.91  , 8.8  ,0.191 ,0.104 , 25   ,473   ,235   , 68.5 , 8.8  ,.     ,  9   ,.     ,  4   ,11.1  ,1.20  ,40.2  ,25.5  , 6.56 ,32.1  , 0.80 ,27.2  ,13.0  ,16.2  , 5.70 , 0.57 , 0.67 , 2.84 , 9.28 , 2.88 ,13.4  , 9.3  ,2.03  , 5.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,T,3,127   ,42.7  , 83.9 , 93.1 , 64.4 , 4.0  ,8.02  , 0.00 ,15.5  ,41.4  ,2.60  , 574  , 32   ,1.51  ,0.098 ,17.2  ,2.80  , 9.2  ,0.177 ,0.113 , 36   ,405   ,226   , 71.2 , 9.9  ,.     , 11   ,.     ,125   ,11.8  ,1.22  ,39.8  ,25.8  , 6.15 ,31.9  , 0.80 ,24.5  ,15.3  ,15.9  , 6.45 , 0.53 , 0.46 , 2.96 , 8.98 , 2.96 ,13.8  , 7.7  ,1.59  , 4.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,M,1,143   ,37.1  ,106.0 , 79.0 , 50.2 , 3.6  ,7.65  , 0.00 , 4.8  ,51.8  ,3.45  , 532  , 20   ,0.44  ,0.084 ,16.2  ,2.20  , 9.8  ,0.081 ,0.115 , 71   ,350   ,193   , 62.5 , 9.5  , 705  , 19   , 77.8 ,176   ,13.0  ,1.69  ,36.4  ,27.5  , 5.84 ,33.4  , 0.92 ,21.2  ,15.2  ,15.8  , 7.82 , 0.49 , 0.18 , 2.94 , 9.81 , 3.27 ,14.4  ,.     ,.     ,.     , 507  , 477  ,0.31  ,0.35  ,11.93 , 3.45 , 3.42 , 1.37 ,17.46 ,17.81 ,0.22  , 8.48 ,
PC,M,2,128   ,53.7  , 74.4 ,108.2 , 62.3 , 4.3  ,8.12  , 0.00 , 5.7  ,59.8  ,3.89  , 647  , 61   ,0.86  ,0.103 ,25.0  ,2.29  ,17.0  ,0.095 ,0.124 ,101   ,401   ,209   , 75.7 ,14.3  ,    . , 27   , 65.0 , 89   ,14.2  ,1.36  ,46.1  ,21.6  , 4.31 ,26.0  , 0.56 ,27.9  ,18.1  ,11.7  , 9.04 , 0.58 , 0.31 , 1.65 , 7.15 , 3.37 ,11.1  ,.     ,.     ,.     , 524  , 568  ,0.55  ,0.50  , 1.51 , 0.86 , 1.75 , 1.45 , 5.92 , 8.99 ,0.16  , 0.65 ,
PC,M,3,136   ,45.4  , 90.2 , 93.6 , 56.3 , 4.0  ,7.88  , 0.00 , 5.3  ,55.8  ,3.67  , 590  , 41   ,0.65  ,0.093 ,20.6  ,2.25  ,13.4  ,0.088 ,0.120 , 86   ,376   ,201   , 69.1 ,11.9  , 705  , 23   , 71.4 ,133   ,13.6  ,1.53  ,41.3  ,24.6  , 5.08 ,29.7  , 0.74 ,24.6  ,16.7  ,13.8  , 8.43 , 0.54 , 0.24 , 2.29 , 8.48 , 3.32 ,12.8  , 6.1  ,1.28  , 3.5  , 516  , 523  ,0.43  ,0.42  , 6.72 , 2.16 , 2.58 , 1.41 ,11.69 ,13.40 ,0.19  , 4.57 ,
PC,F,1,111   ,39.6  , 71.4 , 94.4 , 52.9 ,  .   ,7.61  , 0.00 , 5.2  ,23.6  ,1.33  , 571  , 20   ,1.92  ,0.105 ,14.7  ,2.76  ,10.3  ,0.081 ,0.076 , 32   ,306   ,216   , 71.2 ,  .   ,.     , 24   ,.     ,  0   ,12.2  ,1.37  ,42.7  ,21.9  , 3.49 ,25.3  , 0.59 ,24.1  ,18.7  ,17.1  , 6.21 , 0.57 , 0.11 , 1.56 , 7.80 , 2.99 ,11.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,F,2,127   ,40.4  , 86.3 ,102.4 , 62.6 , 4.3  ,8.19  , 0.00 , 8.8  ,36.4  ,2.09  , 629  , 44   ,1.51  ,0.104 ,17.0  ,2.72  ,16.0  ,0.090 ,0.079 , 28   ,330   ,211   , 77.5 ,11.8  ,.     , 18   ,.     , 64   ,12.9  ,1.50  ,38.7  ,24.5  , 6.34 ,30.9  , 0.80 ,22.3  ,16.4  ,14.1  , 9.18 , 0.44 , 0.23 , 3.27 , 7.82 , 3.37 ,13.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,F,3,119   ,40.0  , 78.9 , 98.4 , 57.8 , 4.3  ,7.90  , 0.00 , 7.0  ,30.0  ,1.71  , 600  , 32   ,1.72  ,0.104 ,15.8  ,2.74  ,13.2  ,0.086 ,0.077 , 30   ,318   ,214   , 74.4 ,11.8  ,.     , 21   ,.     , 32   ,12.6  ,1.44  ,40.7  ,23.2  , 4.92 ,28.1  , 0.70 ,23.2  ,17.6  ,15.6  , 7.70 , 0.51 , 0.17 , 2.42 , 7.81 , 3.18 ,12.2  , 8.3  ,1.81  , 6.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,T,3,127   ,42.7  , 84.5 , 96.0 , 57.0 , 4.1  ,7.89  , 0.00 , 6.1  ,42.9  ,2.69  , 595  , 36   ,1.18  ,0.099 ,18.2  ,2.49  ,13.3  ,0.087 ,0.099 , 58   ,347   ,207   , 71.7 ,11.9  ,.     , 22   ,.     , 82   ,13.1  ,1.48  ,41.0  ,23.9  , 5.00 ,28.9  , 0.72 ,23.9  ,17.1  ,14.7  , 8.06 , 0.52 , 0.21 , 2.35 , 8.15 , 3.25 ,12.5  , 7.2  ,1.55  , 4.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,M,1,117   ,42.9  , 73.9 , 97.0 , 70.4 , 4.2  ,8.08  , 0.00 , 6.9  ,57.2  ,3.98  , 708  , 82   ,0.85  ,0.093 ,14.3  ,2.14  , 9.8  ,0.135 ,0.111 , 77   ,394   ,220   , 73.9 ,  .   , 711  , 14   ,   .  ,167   ,11.1  ,1.49  ,33.9  ,35.5  , 6.32 ,41.8  , 1.23 ,27.1  , 6.8  ,16.4  , 3.43 , 0.65 , 0.41 , 3.32 ,14.56 , 2.56 ,18.4  ,.     ,.     ,.     , 523  , 427  ,0.23  ,0.26  , 4.00 , 0.70 , 5.13 , 3.57 , 9.13 , 4.18 ,0.18  , 3.30 ,
PD,M,2,140   ,42.5  , 97.7 , 93.1 , 56.4 , 4.1  ,8.17  , 0.00 , 9.5  ,55.5  ,3.45  , 762  , 20   ,1.66  ,0.094 ,16.6  ,2.54  , 9.4  ,0.159 ,0.135 , 82   ,534   ,215   , 75.7 ,  .   , 737  , 46   ,   .  ,100   ,10.7  ,1.47  ,37.5  ,26.6  , 5.61 ,32.2  , 0.86 ,21.4  ,16.1  ,14.5  , 9.24 , 0.47 , 0.28 , 2.59 , 9.07 , 3.38 ,14.2  ,.     ,.     ,.     , 541  , 716  ,0.16  ,0.27  , 2.85 , 1.01 , 7.00 , 0.09 , 7.14 , 4.43 ,0.15  , 1.84 ,
PD,M,3,129   ,42.7  , 85.8 , 95.0 , 63.4 , 4.2  ,8.13  , 0.00 , 8.2  ,56.4  ,3.72  , 735  , 51   ,1.25  ,0.093 ,15.5  ,2.34  , 9.6  ,0.147 ,0.123 , 80   ,464   ,218   , 74.8 ,.     , 724  , 30   ,.     ,134   ,10.9  ,1.48  ,35.7  ,31.1  , 5.97 ,37.0  , 1.04 ,24.3  ,11.5  ,15.4  , 6.33 , 0.56 , 0.35 , 2.96 ,11.82 , 2.97 ,16.3  , 8.9  ,3.33  , 4.4  , 532  , 572  ,0.20  ,0.27  , 3.43 , 0.85 , 6.07 , 1.83 , 8.13 , 4.30 ,0.17  , 2.57 ,
PD,F,1,128   ,37.3  , 90.6 , 86.2 , 60.5 , 4.0  ,8.40  , 0.00 , 7.9  ,36.3  ,3.17  , 637  , 20   ,1.66  ,0.093 ,10.3  ,2.60  , 8.4  ,0.120 ,0.102 , 36   ,331   ,213   , 65.8 ,  .   ,.     , 18   ,.     ,  0   ,10.7  ,1.64  ,27.7  ,37.8  , 7.18 ,45.0  , 1.62 ,16.8  ,10.9  ,12.3  , 6.62 , 0.41 , 0.16 , 4.72 ,11.91 , 4.21 ,21.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,F,2,125   ,40.5  , 84.7 ,   .  ,   .  ,  .   ,8.51  , 0.00 ,13.6  ,37.1  ,3.31  , 650  , 21   ,1.19  ,0.093 ,14.5  ,2.79  ,10.4  ,0.115 ,0.123 , 23   ,   .  ,   .  ,   .  ,  .   ,.     , 13   ,.     ,  0   ,10.3  ,1.38  ,38.2  ,25.3  , 5.65 ,30.9  , 0.81 ,21.9  ,16.3  ,13.7  , 9.31 , 0.49 , 0.29 , 2.63 , 8.20 , 3.61 ,13.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,F,3,127   ,38.9  , 87.7 , 86.2 , 60.5 , 4.0  ,8.46  , 0.00 ,10.8  ,36.7  ,3.24  , 644  , 21   ,1.43  ,0.093 ,12.4  ,2.70  , 9.4  ,0.118 ,0.113 , 30   ,331   ,213   , 65.8 ,.     ,.     , 16   ,.     ,  0   ,10.5  ,1.51  ,33.0  ,31.6  , 6.42 ,38.0  , 1.22 ,19.4  ,13.6  ,13.0  , 7.97 , 0.45 , 0.23 , 3.67 ,10.05 , 3.91 ,17.6  , 5.3  ,1.45  , 3.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
