County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M015, M016, M017, M018, M021, M022, M023, M025, M027, M028, M029, M030, M031, M033, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M048, M049, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M077, M086, M087, M088, M103, M104, M105, M106, M107, M113, M117, 
IA,T,3,  9.30,117.88,112.28,230.66, 12.36, 65.27,168.67, 11.89, 61.99, 47.13, 86.03,204.81,  7.34, 93.70,  2.16, 10.81,  0.58, 11.39,  3.71,  5.63,155.84, 72.74, 14.39,  2.17, 49.01,  2.44,.     ,.     ,.     ,.     ,  2.83,  6.03,  3.10,  4.20,  4.21,  9.68,  7.78,  2.23,  5.06, 13.30,  1.18,  4.21, 26.73, 18.89,  9.35,  1.42, 57.32, 11.90, 59.79, 26.71,265.72, 23.10, 34.38,190.68, 16.96,163.75, 54.23, 13.44, 36.34,.     ,.     , 40.34,.     , 46.48, 33.43, 13.06,  9.78,  4.46,
IB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,M,3, 17.67,189.60,138.36,385.68, 22.31,104.35,282.72, 21.78,102.97, 52.24,158.16,298.07, 11.63,195.16,  7.96, 14.47,  1.16, 17.36,  8.53, 10.61,428.61,194.43, 22.81,  4.12,109.35,  3.75, 24.11,.     ,.     ,.     ,  5.92,  9.44,  4.51,  6.96,  6.59, 10.84,  7.12,  3.20,  6.46, 12.09,  2.38,  4.82, 34.28, 42.78, 13.92,  0.87,133.08, 11.22,105.08, 43.84,433.56, 37.67, 28.38,332.92, 33.07,291.64,106.07,  7.79, 34.56,.     ,.     , 62.20,.     , 88.36, 65.85, 22.51, 22.15, 12.04,
IB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,F,3, 16.50,178.94,125.68,358.71, 14.21, 69.21,271.46, 13.78, 87.25, 42.44,153.51,145.18, 11.53, 73.54,  5.36,  7.65,  0.83, 12.00,  5.41,  5.20,311.27, 93.76,  8.66,  1.88, 39.59,  0.37,.     ,  7.64, 10.13, 26.44,  1.50,  7.87,  2.77,  4.69, 10.94,  8.90,  5.35,  4.32,  5.52, 13.05,  2.04,  6.16, 35.58, 35.75, 10.23,  0.34,115.07, 12.72, 89.05, 46.81,297.11, 42.21, 20.31,242.00, 28.73,130.56, 33.75,  1.81, 24.98,  6.93,  5.97, 56.02,  1.90, 82.52, 63.63, 18.89, 18.30,  9.75,
IB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IB,T,3, 17.09,184.27,132.02,372.19, 18.26, 86.78,277.09, 17.78, 95.11, 47.34,155.84,221.63, 11.58,134.35,  6.66, 11.06,  0.99, 14.68,  6.97,  7.91,369.94,144.09, 15.73,  3.00, 74.47,  2.06,.     ,.     ,.     ,.     ,  3.71,  8.65,  3.64,  5.83,  8.77,  9.87,  6.24,  3.76,  5.99, 12.57,  2.21,  5.49, 34.93, 39.27, 12.08,  0.60,124.08, 11.97, 97.06, 45.33,365.34, 39.94, 24.34,287.46, 30.90,211.10, 69.91,  4.80, 29.77,.     ,.     , 59.11,.     , 85.44, 64.74, 20.70, 20.23, 10.89,
IC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,M,3, 10.34,155.58,127.46,264.94, 20.95,105.79,134.10, 20.32,130.84, 62.87, 66.14,269.25, 10.16,181.87,  3.40,  3.16, 49.66, 12.99, 10.43,  4.73,372.28,347.41, 45.74,  1.33,170.10, 16.40, 23.52,.     ,.     ,.     ,  4.46,  8.00,  2.81,  5.34,  0.29,  1.60,  1.60,  2.09,  7.52,  8.80,  2.57,  1.68, 15.81, 38.24,  5.81,  0.00,169.99,  8.80, 87.06, 17.34,233.70, 14.75, 11.63,192.94, 11.49,151.78, 75.71,  7.33, 18.64,.     ,.     , 28.78,.     , 51.68, 25.84, 25.84, 11.26,  7.29,
IC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,F,3,  9.19,134.30,112.56,233.95, 13.22, 63.25,126.63, 12.60,107.32, 62.32, 62.80,104.60,  8.70, 58.11,  3.20,  8.94, 18.83, 10.95,  7.22,  7.09,341.47,205.86, 21.71,  0.61, 63.87,  4.23,.     , 10.65, 11.37, 28.81,  4.12,  4.09,  3.55,  2.09,  0.00,  1.83,  1.83,  2.14,  3.57,  7.39,  1.95,  2.00, 13.71, 17.85,  5.13,  0.00,135.51,  7.39, 59.95, 16.26,106.48, 14.66,  0.00, 94.27,  7.58, 68.94, 19.75,  0.93,  8.76,  5.57,  1.35, 26.37,  1.87, 45.94, 24.70, 21.24,  9.33,  2.76,
IC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IC,T,3,  9.77,144.94,120.01,249.44, 17.09, 84.52,130.37, 16.46,119.08, 62.59, 64.47,186.93,  9.43,119.99,  3.30,  6.05, 34.24, 11.97,  8.82,  5.91,356.88,276.64, 33.73,  0.97,116.98, 10.31,.     ,.     ,.     ,.     ,  4.29,  6.04,  3.18,  3.71,  0.14,  1.72,  1.72,  2.12,  5.54,  8.10,  2.26,  1.84, 14.76, 28.05,  5.47,  0.00,152.75,  8.10, 73.51, 16.80,170.09, 14.71,  5.82,143.60,  9.54,110.36, 47.73,  4.13, 13.70,.     ,.     , 27.58,.     , 48.81, 25.27, 23.54, 10.29,  5.03,
ID,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,M,3, 17.99,203.05,120.56,383.91, 17.73, 89.77,248.27, 17.30,135.64, 42.31,138.97,194.00, 12.07,121.67,  4.53, 13.56,  2.96, 12.42,  8.26,  7.75,341.35,267.92, 22.07,  1.43,102.17,  3.72, 22.32,.     ,.     ,.     ,  2.99,  6.21,  3.68, 10.18,  7.46,  4.00,  3.10,  1.65,  9.88, 13.50,  1.92,  4.29, 20.54, 22.36, 13.47,  0.76,113.38, 12.74, 78.86, 45.73,289.33, 42.54, 20.48,239.06, 16.50,168.39, 54.88, 11.58, 31.59,.     ,.     , 48.10,.     , 89.95, 60.66, 29.29, 22.38,  9.69,
ID,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,F,3, 18.01,197.19,131.99,389.06, 12.00, 61.02,260.67, 11.67,128.39, 32.34,141.39,123.90,  9.28, 74.87,  3.38,  4.03,  0.81, 10.90,  4.61,  2.81,199.35,120.93, 17.51,  0.70, 28.92,  1.40,.     , 11.80,  9.26, 27.58,  3.82,  8.73,  4.00,  5.08,  8.35,  7.02,  5.47,  3.32, 10.22, 15.02,  2.56,  6.02, 61.15, 28.51, 20.67,  0.87,129.66, 14.14,126.20, 52.74,200.99, 48.74, 15.53,173.20, 19.32, 75.91, 15.65,  2.26, 17.25,  7.56,  2.36, 50.09,  1.19, 90.05, 61.51, 28.55, 18.42,  7.10,
ID,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,T,3, 18.00,200.12,126.28,386.49, 14.87, 75.39,254.47, 14.49,132.01, 37.33,140.18,158.95, 10.68, 98.27,  3.96,  8.79,  1.89, 11.66,  6.44,  5.28,270.35,194.43, 19.79,  1.06, 65.55,  2.56,.     ,.     ,.     ,.     ,  3.41,  7.47,  3.84,  7.63,  7.91,  5.51,  4.29,  2.48, 10.05, 14.26,  2.24,  5.16, 40.84, 25.44, 17.07,  0.82,121.52, 13.44,102.53, 49.23,245.16, 45.64, 18.00,206.13, 17.91,122.15, 35.27,  6.92, 24.42,.     ,.     , 49.10,.     , 90.00, 61.09, 28.92, 20.40,  8.39,
IE,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,M,3, 10.58,110.54,127.70,255.64, 12.22, 57.66,177.63, 11.86, 78.01, 35.88, 71.09,138.28,  6.38,111.53,  1.80, 10.35,  0.00, 33.58,  5.28,  9.21, 40.57,121.29, 13.49, 24.71,235.76,  2.85, 56.58,.     ,.     ,.     ,  4.53,  3.64,  2.08,  5.20,  3.94,  7.07,  5.54,  2.09,  2.88,  6.99,  1.50,  0.30,  4.31, 29.08, 23.14,  0.38, 76.29,  6.60, 73.53, 36.92,212.61, 32.35,  8.56,179.58, 13.50,121.09, 20.69,  6.42, 10.47,.     ,.     , 66.33,.     , 52.88, 36.68, 16.20, 13.99,  5.28,
IE,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,F,3,  8.51, 62.71, 81.65,186.13,  6.24, 38.03,142.34,  6.05, 43.79, 19.17, 59.70, 58.92,  6.81, 43.47,  2.29,  4.78,  0.00, 13.54,  2.30,  2.41,  9.38, 51.19, 12.05,  5.43, 65.35,  0.47,.     , 23.99, 15.22, 12.61,  3.05,  2.08,  2.07,  3.60,  5.60,  5.77,  4.20,  2.19,  7.13,  8.16,  1.21,  0.74, 13.95, 22.45, 12.03,  0.87, 61.37,  7.30, 59.47, 34.05, 90.43, 27.32,  4.20, 82.73,  9.67, 61.41, 10.65,  4.07,  6.02,  1.52,  0.65, 52.44,  1.05, 42.54, 33.03,  9.51, 10.43,  3.95,
IE,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,T,3,  9.54, 86.63,104.68,220.88,  9.23, 47.84,159.99,  8.96, 60.90, 27.53, 65.40, 98.60,  6.59, 77.50,  2.04,  7.57,  0.00, 23.56,  3.79,  5.81, 24.98, 86.24, 12.77, 15.07,150.56,  1.66,.     ,.     ,.     ,.     ,  3.79,  2.86,  2.08,  4.40,  4.77,  6.42,  4.87,  2.14,  5.00,  7.58,  1.35,  0.52,  9.13, 25.77, 17.59,  0.63, 68.83,  6.95, 66.50, 35.48,151.52, 29.84,  6.38,131.16, 11.59, 91.25, 15.67,  5.25,  8.25,.     ,.     , 59.38,.     , 47.71, 34.86, 12.86, 12.21,  4.62,
IF,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,M,3, 13.97,156.38,107.99,305.92, 14.23, 68.38,218.39, 13.89, 87.54, 34.34, 79.12,157.99,  5.97,119.64,  1.61,  3.40,  0.38, 19.28,  5.79,  5.59, 67.09,135.13, 18.63,  8.05,223.11,  4.41, 70.11,.     ,.     ,.     ,  5.91,  6.42,  3.70,  6.12,  8.37,  4.45,  2.78,  1.58,  5.37, 12.58,  1.77,  0.00,  7.63, 16.03,  7.85,  1.76,119.16, 10.83, 57.83, 21.59,277.83, 18.50,  8.68,216.17, 11.83,121.84, 12.86,  5.30, 14.15,.     ,.     , 55.89,.     , 69.84, 53.12, 16.72, 25.49,  9.04,
IF,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,F,3, 13.50,111.74, 86.25,274.05,  6.96, 43.05,209.57,  6.73, 64.47, 22.56, 76.93, 76.81,  5.88, 49.86,  1.46,  5.00,  0.19, 12.33,  2.33,  3.03, 19.42, 56.26, 10.64,  1.97, 52.99,  2.30,.     , 19.49, 11.78, 26.22,  3.98,  3.24,  4.29,  5.35, 10.56,  7.58,  5.45,  2.51,  4.99, 12.69,  1.28,  0.00, 10.68,  6.73,  5.03,  1.54, 77.78, 11.15, 50.28, 25.07,113.20, 21.56,  3.73, 87.34,  8.00, 63.11,  4.94,  1.26,  8.93,  1.53,  1.12, 60.34,  0.58, 67.49, 54.22, 13.28, 25.73,  9.06,
IF,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,T,3, 13.74,134.06, 97.12,289.99, 10.60, 55.71,213.98, 10.31, 76.01, 28.45, 78.03,117.40,  5.92, 84.75,  1.54,  4.20,  0.29, 15.81,  4.06,  4.31, 43.26, 95.69, 14.63,  5.01,138.05,  3.35,.     ,.     ,.     ,.     ,  4.95,  4.83,  4.00,  5.74,  9.46,  6.02,  4.12,  2.04,  5.18, 12.63,  1.53,  0.00,  9.15, 11.38,  6.44,  1.65, 98.47, 10.99, 54.05, 23.33,195.51, 20.03,  6.21,151.75,  9.92, 92.48,  8.90,  3.28, 11.54,.     ,.     , 58.12,.     , 68.67, 53.67, 15.00, 25.61,  9.05,
