County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M015, M016, M017, M018, M021, M022, M023, M025, M027, M028, M029, M030, M031, M033, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M048, M049, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M077, M086, M087, M088, M103, M104, M105, M106, M107, M113, M117, 
IG,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,M,3, 15.56,159.09,145.60,350.98, 18.37, 91.50,263.34, 17.77, 87.63, 60.05,157.86,222.97,  8.14,115.60,  4.23,  9.96, 19.27, 18.27,  6.72,  4.33,272.09,145.56, 20.83,  8.04,167.40,  3.96, 20.99,.     ,.     ,.     ,  1.84,  3.94,  3.57,  4.67,  2.26,  4.67,  1.91,  1.55,  6.12, 11.18,  1.85,  2.13, 25.03, 35.41, 10.23,  0.49, 91.06, 10.69, 94.10, 41.39,375.68, 35.87, 21.13,253.76, 26.36,244.69, 72.41, 13.63, 31.00,.     ,.     , 56.32,.     , 77.81, 61.16, 16.65, 25.14, 18.92,
IG,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,F,3, 15.92,141.49,123.93,338.68, 10.97, 61.07,266.20, 10.61, 72.48, 35.68,161.67,116.35,  5.69, 49.92,  3.77,  7.59,  6.06, 13.10,  4.16,  2.98,179.22, 82.76, 13.02,  3.35, 53.32,  0.00,.     ,  8.56,  9.46, 40.70,  2.42,  2.93,  2.69,  4.48,  4.59,  1.40,  0.66,  2.26,  2.95, 11.62,  1.54,  3.50, 30.71, 34.55,  4.15,  0.90, 67.48, 10.72, 86.50, 49.57,206.70, 41.73, 13.85,144.99, 23.82,118.94, 26.92,  5.68, 14.23,  4.25,  3.00, 50.41,  0.99, 79.60, 63.85, 15.75, 22.98, 17.64,
IG,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,T,3, 15.74,150.29,134.77,344.83, 14.67, 76.28,264.77, 14.19, 80.06, 47.87,159.77,169.66,  6.92, 82.76,  4.00,  8.78, 12.66, 15.69,  5.44,  3.66,225.66,114.16, 16.93,  5.69,110.36,  1.98,.     ,.     ,.     ,.     ,  2.13,  3.44,  3.13,  4.58,  3.42,  3.04,  1.28,  1.91,  4.54, 11.40,  1.70,  2.81, 27.87, 34.98,  7.19,  0.70, 79.27, 10.71, 90.30, 45.48,291.19, 38.80, 17.49,199.38, 25.09,181.81, 49.66,  9.66, 22.62,.     ,.     , 53.37,.     , 78.70, 62.51, 16.20, 24.06, 18.28,
JA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,M,3, 16.19,229.83,143.46,378.95, 15.79, 76.71,269.46, 15.00,109.49, 79.65,153.90,313.62, 11.57,226.06,  2.98, 10.79, 35.42, 11.71,  5.55,  8.28,228.69,167.93, 25.70,  2.76, 65.45,  3.08, 20.40,.     ,.     ,.     ,  7.91,  5.95,  4.37,  3.47,  5.83, 10.51,  9.17,  2.08,  2.78,  8.16,  1.92,  2.46, 23.44, 24.27, 18.09,  0.56,118.11,  7.60, 74.01, 45.09,257.31, 41.46,  9.10,217.69, 32.14,119.63, 49.74, 10.26, 30.33,.     ,.     , 39.26,.     , 80.96, 61.56, 19.40, 19.30,  8.29,
JA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,F,3, 16.18,219.09,165.91,388.52, 12.64, 67.93,288.12, 11.82,100.40, 81.57,161.92,206.42, 14.88,148.71,  2.18,  4.03, 13.37, 11.38,  3.84,  4.30,163.35, 98.68, 15.35,  1.21, 33.93,  0.29,.     ,  8.41, 11.06, 20.93,  5.60,  3.36,  2.55,  3.37,  7.92,  6.74,  5.57,  2.76,  3.69,  6.72,  1.98,  3.29, 28.58, 40.82, 16.81,  0.21, 95.13,  6.51,102.62, 51.39,251.98, 47.58, 12.24,223.47, 34.33, 78.85, 24.62,  4.42, 22.43, 11.89, 10.09, 36.94,  2.08, 80.89, 62.87, 18.02, 15.01,  6.40,
JA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,T,3, 16.19,224.46,154.69,383.74, 14.21, 72.32,278.79, 13.41,104.95, 80.61,157.91,260.02, 13.23,187.39,  2.58,  7.41, 24.39, 11.55,  4.70,  6.29,196.02,133.31, 20.52,  1.98, 49.69,  1.69,.     ,.     ,.     ,.     ,  6.75,  4.66,  3.46,  3.42,  6.88,  8.63,  7.37,  2.42,  3.23,  7.44,  1.95,  2.88, 26.01, 32.55, 17.45,  0.39,106.62,  7.05, 88.32, 48.24,254.65, 44.52, 10.67,220.58, 33.23, 99.24, 37.18,  7.34, 26.38,.     ,.     , 38.10,.     , 80.92, 62.22, 18.71, 17.16,  7.34,
JB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,M,3, 31.58,220.62,216.55,637.85, 21.12, 85.46,507.13, 20.07,130.72,105.64,326.76,378.39, 13.96,263.85,  6.82,  8.35, 12.21, 15.04,  4.49, 12.73,128.79,130.81, 36.77,  1.61, 58.20, 11.16, 24.58,.     ,.     ,.     ,  4.79,  3.97,  4.02,  3.11, 18.64, 11.53,  5.50,  0.48,  3.49, 12.36,  2.95,  2.97, 26.95, 37.88, 15.75,  1.23,201.85, 11.13, 92.82, 78.51,635.28, 71.88, 28.79,561.03, 39.20,172.35, 70.59, 19.89, 58.76,.     ,.     ,121.31,.     ,157.88,135.17, 22.70, 66.77, 46.11,
JB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,F,3, 35.04,209.14,230.00,691.78, 14.77, 79.24,563.84, 13.75,127.94,102.12,360.34,242.03, 16.86,146.57,  9.15,  8.06,  3.11, 12.74,  2.70,  5.08, 57.31, 62.39, 18.21,  1.97, 23.95,  1.20,.     , 11.94, 12.70, 41.20,  2.95,  4.57,  2.17,  2.88, 22.14,  6.83,  4.60,  1.21,  2.12, 19.99,  2.81,  6.04, 57.02, 36.43, 22.57,  2.71,155.23, 17.28,125.73, 97.01,416.40, 89.59, 25.34,370.29, 43.98, 98.56, 25.02, 12.14, 46.94, 15.68, 12.07,116.99,  3.43,175.21,147.93, 27.28, 62.99, 44.75,
JB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,T,3, 33.31,214.88,223.28,664.82, 17.95, 82.35,535.49, 16.91,129.33,103.88,343.55,310.21, 15.41,205.21,  7.99,  8.21,  7.66, 13.89,  3.60,  8.91, 93.05, 96.60, 27.49,  1.79, 41.08,  6.18,.     ,.     ,.     ,.     ,  3.87,  4.27,  3.09,  3.00, 20.39,  9.18,  5.05,  0.84,  2.81, 16.18,  2.88,  4.50, 41.98, 37.16, 19.16,  1.97,178.54, 14.21,109.28, 87.76,525.84, 80.73, 27.07,465.66, 41.59,135.46, 47.80, 16.02, 52.85,.     ,.     ,119.15,.     ,166.55,141.55, 24.99, 64.88, 45.43,
KB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,M,3,  7.59, 76.49,148.82,215.25, 19.62, 91.73,136.80, 18.51, 78.45,110.91, 28.45,168.41,  1.73, 99.19,  0.84,  6.23,  0.00, 25.38,  8.20,  7.91, 91.43,355.15, 20.05,  3.31,219.97,  1.09, 65.18,.     ,.     ,.     ,  3.05, 12.11,  4.85,  7.58,  1.59, 14.35, 12.99,  0.00,  1.02,  8.22,  2.41,  0.39,  1.09, 30.96, 25.08,  1.73,176.58,  6.49, 64.64, 13.65,383.12, 12.73, 36.49,324.41,  9.99,158.83, 30.77, 14.17, 51.29,.     ,.     , 26.61,.     , 37.93, 28.59,  9.33, 15.88,  1.19,
KB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,F,3,  9.08, 63.21, 81.14,194.16,  9.80, 57.71,138.97,  9.41, 55.19, 39.78, 41.96, 87.64,  3.02, 60.98,  0.92,  0.00,  0.00, 11.01,  3.09,  6.82, 32.54, 78.25, 17.22,  0.83, 63.92,  0.00,.     , 21.18,  9.11, 47.70,  1.31,  4.38,  1.49,  5.47,  2.35, 19.19, 17.00,  0.00,  1.31,  6.53,  1.41,  1.33,  3.89, 24.20, 16.62,  0.49, 87.86,  6.04, 53.28, 24.95,216.21, 21.49,  9.48,197.75, 13.50,100.02, 10.05,  1.31, 32.26,  1.81,  0.00, 39.96,  0.48, 45.41, 33.89, 11.52, 15.59,  2.03,
KB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,T,3,  8.34, 69.85,114.98,204.71, 14.71, 74.72,137.89, 13.96, 66.82, 75.34, 35.20,128.03,  2.38, 80.08,  0.88,  3.12,  0.00, 18.20,  5.64,  7.37, 61.99,216.70, 18.64,  2.07,141.94,  0.55,.     ,.     ,.     ,.     ,  2.18,  8.24,  3.17,  6.53,  1.97, 16.77, 15.00,  0.00,  1.17,  7.38,  1.91,  0.86,  2.49, 27.58, 20.85,  1.11,132.22,  6.27, 58.96, 19.30,299.67, 17.11, 22.99,261.08, 11.75,129.43, 20.41,  7.74, 41.77,.     ,.     , 33.29,.     , 41.67, 31.24, 10.43, 15.74,  1.61,
KC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KC,M,3,  4.86, 66.42,159.65,179.58, 17.84, 83.17,106.72, 17.19, 72.86, 64.94, 35.78,421.43,  4.65,201.80,  0.63,  4.52,134.80, 19.94,  6.15,  9.90,105.37,148.38, 77.35,  3.68,144.26,  7.22, 68.38,.     ,.     ,.     ,  7.67,  7.19,  2.37,  3.63,  0.96, 12.10, 12.10,  0.65,  1.08, 11.84,  1.65,  1.85,  5.88,  7.28, 34.81,  0.73,112.89, 11.12, 52.13, 15.00,405.17, 13.59, 26.43,336.58,  4.68, 66.77, 26.48,  5.07, 17.39,.     ,.     , 20.65,.     , 24.28, 13.73, 10.55,  5.90,  0.00,
KC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KC,F,3,  3.28, 59.31,108.30,125.64, 10.94, 57.07, 72.54, 10.43, 53.09, 51.83, 22.22,268.34,  3.22, 55.91,  0.50,  2.34,177.07, 17.12,  3.27,  3.67, 27.11, 54.18, 73.72,  2.29, 66.66,  2.52,.     , 17.33,  9.48,  6.75,  6.67,  1.98,  3.23,  7.25,  1.51,  6.73,  5.56,  0.96,  1.73,  6.11,  1.30,  0.82,  7.23, 11.52, 11.32,  0.32, 91.52,  5.79, 38.15, 10.90,208.81,  9.53,  9.93,177.97,  1.93, 46.13,  4.02,  2.33, 19.40,  1.52,  0.00, 13.94,  0.51, 16.38,  8.84,  7.54,  3.06,  0.12,
KC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KC,T,3,  4.07, 62.87,133.97,152.61, 14.39, 70.12, 89.63, 13.81, 62.98, 58.38, 29.00,344.88,  3.94,128.86,  0.57,  3.43,155.94, 18.53,  4.71,  6.79, 66.24,101.28, 75.53,  2.99,105.46,  4.87,.     ,.     ,.     ,.     ,  7.17,  4.58,  2.80,  5.44,  1.24,  9.42,  8.83,  0.81,  1.41,  8.97,  1.48,  1.33,  6.56,  9.40, 23.07,  0.53,102.20,  8.46, 45.14, 12.95,306.99, 11.56, 18.18,257.27,  3.30, 56.45, 15.25,  3.70, 18.39,.     ,.     , 17.29,.     , 20.33, 11.29,  9.04,  4.48,  0.06,
LA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
